gene_id,gene_name
Zm00001eb205250,Zm00001eb205250
Zm00001eb205260,Zm00001eb205260
Zm00001eb205270,umc1631
Zm00001eb205280,etr5
Zm00001eb205290,rpd3
Zm00001eb205300,Zm00001eb205300
Zm00001eb205310,mgs2
Zm00001eb205330,Zm00001eb205330
Zm00001eb205340,Zm00001eb205340
Zm00001eb205350,asg22
Zm00001eb205360,asg22
Zm00001eb205370,Zm00001eb205370
Zm00001eb205380,Zm00001eb205380
Zm00001eb205390,Zm00001eb205390
Zm00001eb205400,Zm00001eb205400
Zm00001eb205410,Zm00001eb205410
Zm00001eb205430,Zm00001eb205430
Zm00001eb205450,Zm00001eb205450
Zm00001eb205470,Zm00001eb205470
Zm00001eb205480,mmp94
Zm00001eb205490,Zm00001eb205490
Zm00001eb205500,IDP6952
Zm00001eb205510,brc1
Zm00001eb205530,Zm00001eb205530
Zm00001eb205540,AY109933
Zm00001eb205550,zfp30
Zm00001eb205560,Zm00001eb205560
Zm00001eb205570,Zm00001eb205570
Zm00001eb205580,cl15732_1
Zm00001eb205590,uaz270(357)
Zm00001eb205600,cl49602_1
Zm00001eb205610,Zm00001eb205610
Zm00001eb205620,cl6524_1
Zm00001eb205630,rps8
Zm00001eb205640,Zm00001eb205640
Zm00001eb205650,Zm00001eb205650
Zm00001eb205660,Zm00001eb205660
Zm00001eb205670,Zm00001eb205670
Zm00001eb205690,Zm00001eb205690
Zm00001eb205700,Zm00001eb205700
Zm00001eb205710,Zm00001eb205710
Zm00001eb205720,Zm00001eb205720
Zm00001eb205730,Zm00001eb205730
Zm00001eb205740,Zm00001eb205740
Zm00001eb205750,Zm00001eb205750
Zm00001eb205760,pco141217
Zm00001eb205770,Zm00001eb205770
Zm00001eb205780,ebf4
Zm00001eb205790,ssp1
Zm00001eb205800,Zm00001eb205800
Zm00001eb205810,Zm00001eb205810
Zm00001eb205820,Zm00001eb205820
Zm00001eb205830,Zm00001eb205830
Zm00001eb205840,IDP8408
Zm00001eb205850,cl9093_1
Zm00001eb205860,Zm00001eb205860
Zm00001eb205880,Zm00001eb205880
Zm00001eb205890,Zm00001eb205890
Zm00001eb205910,cal5
Zm00001eb205920,Zm00001eb205920
Zm00001eb205930,Zm00001eb205930
Zm00001eb205940,Zm00001eb205940
Zm00001eb205950,Zm00001eb205950
Zm00001eb205960,Zm00001eb205960
Zm00001eb205970,Zm00001eb205970
Zm00001eb205980,Zm00001eb205980
Zm00001eb205990,Zm00001eb205990
Zm00001eb206000,Zm00001eb206000
Zm00001eb206010,cl31389_1
Zm00001eb206020,cl31389_1
Zm00001eb206030,IDP7705
Zm00001eb206040,lox10
Zm00001eb206050,Zm00001eb206050
Zm00001eb206060,Zm00001eb206060
Zm00001eb206070,Zm00001eb206070
Zm00001eb206080,c3h38
Zm00001eb206090,cts3
Zm00001eb206100,cts2
Zm00001eb206110,cl14140_1
Zm00001eb206120,mybr88
Zm00001eb206130,Zm00001eb206130
Zm00001eb206150,Zm00001eb206150
Zm00001eb206160,Zm00001eb206160
Zm00001eb206180,Zm00001eb206180
Zm00001eb206190,Zm00001eb206190
Zm00001eb206200,Zm00001eb206200
Zm00001eb206210,Zm00001eb206210
Zm00001eb206220,Zm00001eb206220
Zm00001eb206230,pco115279b
Zm00001eb206240,phd39
Zm00001eb206250,Zm00001eb206250
Zm00001eb206260,Zm00001eb206260
Zm00001eb206270,Zm00001eb206270
Zm00001eb206280,Zm00001eb206280
Zm00001eb206290,Zm00001eb206290
Zm00001eb206300,Zm00001eb206300
Zm00001eb206310,Zm00001eb206310
Zm00001eb206320,bzip50
Zm00001eb206330,Zm00001eb206330
Zm00001eb206340,umc2137
Zm00001eb206350,IDP7571
Zm00001eb206360,ereb8
Zm00001eb206370,umc2382
Zm00001eb206380,Zm00001eb206380
Zm00001eb206390,Zm00001eb206390
Zm00001eb206400,GRMZM2G304712
Zm00001eb206410,Zm00001eb206410
Zm00001eb206420,gpx9
Zm00001eb206430,Zm00001eb206430
Zm00001eb206440,IDP5032
Zm00001eb206470,IDP8341
Zm00001eb206480,Zm00001eb206480
Zm00001eb206490,Zm00001eb206490
Zm00001eb206500,Zm00001eb206500
Zm00001eb206510,Zm00001eb206510
Zm00001eb206520,Zm00001eb206520
Zm00001eb206530,Zm00001eb206530
Zm00001eb206540,Zm00001eb206540
Zm00001eb206560,Zm00001eb206560
Zm00001eb206570,Zm00001eb206570
Zm00001eb206580,Zm00001eb206580
Zm00001eb206590,Zm00001eb206590
Zm00001eb206600,Zm00001eb206600
Zm00001eb206610,Zm00001eb206610
Zm00001eb206620,Zm00001eb206620
Zm00001eb206630,Zm00001eb206630
Zm00001eb206640,Zm00001eb206640
Zm00001eb206650,csu631
Zm00001eb206660,Zm00001eb206660
Zm00001eb206670,Zm00001eb206670
Zm00001eb206680,atg11a
Zm00001eb206700,Zm00001eb206700
Zm00001eb206710,Zm00001eb206710
Zm00001eb206720,Zm00001eb206720
Zm00001eb206730,Zm00001eb206730
Zm00001eb206740,TIDP2717
Zm00001eb206750,Zm00001eb206750
Zm00001eb206760,knox7
Zm00001eb206770,Zm00001eb206770
Zm00001eb206780,Zm00001eb206780
Zm00001eb206790,Zm00001eb206790
Zm00001eb206800,cbp2
Zm00001eb206810,Zm00001eb206810
Zm00001eb206820,IDP7548
Zm00001eb206830,sbp2
Zm00001eb206840,Zm00001eb206840
Zm00001eb206850,Zm00001eb206850
Zm00001eb206870,Zm00001eb206870
Zm00001eb206880,Zm00001eb206880
Zm00001eb206900,Zm00001eb206900
Zm00001eb206910,Zm00001eb206910
Zm00001eb206920,vpp3
Zm00001eb206930,vpp3
Zm00001eb206940,Zm00001eb206940
Zm00001eb206970,Zm00001eb206970
Zm00001eb206980,Zm00001eb206980
Zm00001eb206990,Zm00001eb206990
Zm00001eb207000,Zm00001eb207000
Zm00001eb207010,Zm00001eb207010
Zm00001eb207020,Zm00001eb207020
Zm00001eb207030,Zm00001eb207030
Zm00001eb207040,Zm00001eb207040
Zm00001eb207050,aldh15
Zm00001eb207060,pco141112
Zm00001eb207070,Zm00001eb207070
Zm00001eb207080,Zm00001eb207080
Zm00001eb207090,hma11
Zm00001eb207100,Zm00001eb207100
Zm00001eb207110,Zm00001eb207110
Zm00001eb207120,Zm00001eb207120
Zm00001eb207130,Zm00001eb207130
Zm00001eb207140,Zm00001eb207140
Zm00001eb207150,Zm00001eb207150
Zm00001eb207160,Zm00001eb207160
Zm00001eb207170,Zm00001eb207170
Zm00001eb207180,Zm00001eb207180
Zm00001eb207190,Zm00001eb207190
Zm00001eb207200,Zm00001eb207200
Zm00001eb207210,IDP8998
Zm00001eb207220,Zm00001eb207220
Zm00001eb207230,Zm00001eb207230
Zm00001eb207240,hyd7
Zm00001eb207250,Zm00001eb207250
Zm00001eb207260,Zm00001eb207260
Zm00001eb207270,Zm00001eb207270
Zm00001eb207280,Zm00001eb207280
Zm00001eb207290,Zm00001eb207290
Zm00001eb207300,PCO088312
Zm00001eb207310,dek10
Zm00001eb207330,Zm00001eb207330
Zm00001eb207340,Zm00001eb207340
Zm00001eb207360,Zm00001eb207360
Zm00001eb207370,pco070684
Zm00001eb207380,umc1101
Zm00001eb207390,AY107910
Zm00001eb207400,Zm00001eb207400
Zm00001eb207410,Zm00001eb207410
Zm00001eb207420,Zm00001eb207420
Zm00001eb207430,Zm00001eb207430
Zm00001eb207440,Zm00001eb207440
Zm00001eb207450,arftf16
Zm00001eb207470,Zm00001eb207470
Zm00001eb207480,Zm00001eb207480
Zm00001eb207490,Zm00001eb207490
Zm00001eb207510,Zm00001eb207510
Zm00001eb207520,Zm00001eb207520
Zm00001eb207530,Zm00001eb207530
Zm00001eb207540,Zm00001eb207540
Zm00001eb207550,php20608a
Zm00001eb207560,Zm00001eb207560
Zm00001eb207570,Zm00001eb207570
Zm00001eb207580,bnlg589
Zm00001eb207600,Zm00001eb207600
Zm00001eb207610,Zm00001eb207610
Zm00001eb207620,Zm00001eb207620
Zm00001eb207630,Zm00001eb207630
Zm00001eb207640,Zm00001eb207640
Zm00001eb207650,c3h1
Zm00001eb207660,IDP7425
Zm00001eb207670,Zm00001eb207670
Zm00001eb207680,Zm00001eb207680
Zm00001eb207690,Zm00001eb207690
Zm00001eb207700,Zm00001eb207700
Zm00001eb207710,umc1532
Zm00001eb207720,si707005d07
Zm00001eb207730,umc124b(chk)
Zm00001eb207740,Zm00001eb207740
Zm00001eb207750,Zm00001eb207750
Zm00001eb207760,whirly2
Zm00001eb207770,Zm00001eb207770
Zm00001eb207780,Zm00001eb207780
Zm00001eb207790,ehd1
Zm00001eb207800,Zm00001eb207800
Zm00001eb207810,Zm00001eb207810
Zm00001eb207820,Zm00001eb207820
Zm00001eb207830,IDP7964
Zm00001eb207840,Zm00001eb207840
Zm00001eb207850,Zm00001eb207850
Zm00001eb207860,Zm00001eb207860
Zm00001eb207870,Zm00001eb207870
Zm00001eb207880,Zm00001eb207880
Zm00001eb207890,Zm00001eb207890
Zm00001eb207900,Zm00001eb207900
Zm00001eb207910,Zm00001eb207910
Zm00001eb207920,GRMZM5G851807
Zm00001eb207930,Zm00001eb207930
Zm00001eb207940,Zm00001eb207940
Zm00001eb207950,Zm00001eb207950
Zm00001eb207960,Zm00001eb207960
Zm00001eb207970,Zm00001eb207970
Zm00001eb207980,Zm00001eb207980
Zm00001eb207990,Zm00001eb207990
Zm00001eb208000,hb24
Zm00001eb208010,gpm803b
Zm00001eb208020,Zm00001eb208020
Zm00001eb208030,eif5
Zm00001eb208040,IDP1459
Zm00001eb208050,Zm00001eb208050
Zm00001eb208060,Zm00001eb208060
Zm00001eb208070,Zm00001eb208070
Zm00001eb208090,Zm00001eb208090
Zm00001eb208100,Zm00001eb208100
Zm00001eb208110,umc1720
Zm00001eb208120,umc2551
Zm00001eb208130,Zm00001eb208130
Zm00001eb208140,cas1
Zm00001eb208150,sbp20
Zm00001eb208160,Zm00001eb208160
Zm00001eb208170,Zm00001eb208170
Zm00001eb208180,Zm00001eb208180
Zm00001eb208190,Zm00001eb208190
Zm00001eb208200,bhlh51
Zm00001eb208210,Zm00001eb208210
Zm00001eb208220,Zm00001eb208220
Zm00001eb208230,rop2
Zm00001eb208240,Zm00001eb208240
Zm00001eb208250,Zm00001eb208250
Zm00001eb208270,Zm00001eb208270
Zm00001eb208280,Zm00001eb208280
Zm00001eb208290,Zm00001eb208290
Zm00001eb208300,Zm00001eb208300
Zm00001eb208310,Zm00001eb208310
Zm00001eb208320,Zm00001eb208320
Zm00001eb208330,Zm00001eb208330
Zm00001eb208350,Zm00001eb208350
Zm00001eb208370,Zm00001eb208370
Zm00001eb208380,Zm00001eb208380
Zm00001eb208390,Zm00001eb208390
Zm00001eb208400,Zm00001eb208400
Zm00001eb208420,hcp101b
Zm00001eb208430,umc2288
Zm00001eb208440,si486102h02
Zm00001eb208450,Zm00001eb208450
Zm00001eb208480,pco082571
Zm00001eb208490,Zm00001eb208490
Zm00001eb208500,BE997321
Zm00001eb208510,Zm00001eb208510
Zm00001eb208520,cdc1
Zm00001eb208530,pco139225b
Zm00001eb208540,IDP7472
Zm00001eb208550,Zm00001eb208550
Zm00001eb208560,Zm00001eb208560
Zm00001eb208570,si618006e06
Zm00001eb208580,asg41
Zm00001eb208590,Zm00001eb208590
Zm00001eb208600,Zm00001eb208600
Zm00001eb208610,Zm00001eb208610
Zm00001eb208620,Zm00001eb208620
Zm00001eb208640,Zm00001eb208640
Zm00001eb208650,Zm00001eb208650
Zm00001eb208660,Zm00001eb208660
Zm00001eb208670,Zm00001eb208670
Zm00001eb208690,Zm00001eb208690
Zm00001eb208700,Zm00001eb208700
Zm00001eb208710,Zm00001eb208710
Zm00001eb208720,Zm00001eb208720
Zm00001eb208730,Zm00001eb208730
Zm00001eb208740,AY109668
Zm00001eb208750,umc1180
Zm00001eb208760,PCO109372
Zm00001eb208770,cl58136_1
Zm00001eb208780,ak2
Zm00001eb208790,Zm00001eb208790
Zm00001eb208800,arm4
Zm00001eb208810,umc2656
Zm00001eb208820,cl4198_1
Zm00001eb208830,bzip71
Zm00001eb208840,Zm00001eb208840
Zm00001eb208850,Zm00001eb208850
Zm00001eb208860,Zm00001eb208860
Zm00001eb208870,Zm00001eb208870
Zm00001eb208880,Zm00001eb208880
Zm00001eb208890,Zm00001eb208890
Zm00001eb208900,Zm00001eb208900
Zm00001eb208910,bzr5
Zm00001eb208920,cl17193_1
Zm00001eb208930,Zm00001eb208930
Zm00001eb208940,GRMZM2G106053
Zm00001eb208950,Zm00001eb208950
Zm00001eb208960,pco097859
Zm00001eb208970,smk2
Zm00001eb208980,Zm00001eb208980
Zm00001eb209000,Zm00001eb209000
Zm00001eb209010,IDP3969
Zm00001eb209020,Zm00001eb209020
Zm00001eb209030,Zm00001eb209030
Zm00001eb209040,gpm182
Zm00001eb209050,Zm00001eb209050
Zm00001eb209070,bzip84
Zm00001eb209080,phd5
Zm00001eb209090,Zm00001eb209090
Zm00001eb209100,Zm00001eb209100
Zm00001eb209110,Zm00001eb209110
Zm00001eb209120,Zm00001eb209120
Zm00001eb209140,Zm00001eb209140
Zm00001eb209150,Zm00001eb209150
Zm00001eb209160,mpk17
Zm00001eb209170,wee1
Zm00001eb209180,Zm00001eb209180
Zm00001eb209190,Zm00001eb209190
Zm00001eb209200,Zm00001eb209200
Zm00001eb209210,IDP7607
Zm00001eb209220,Zm00001eb209220
Zm00001eb209230,Zm00001eb209230
Zm00001eb209240,Zm00001eb209240
Zm00001eb209250,Zm00001eb209250
Zm00001eb209260,Zm00001eb209260
Zm00001eb209270,pco073706b
Zm00001eb209280,Zm00001eb209280
Zm00001eb209290,Zm00001eb209290
Zm00001eb209300,Zm00001eb209300
Zm00001eb209310,IDP7398
Zm00001eb209330,Zm00001eb209330
Zm00001eb209340,si946076e12
Zm00001eb209350,Zm00001eb209350
Zm00001eb209360,IDP8238
Zm00001eb209370,Zm00001eb209370
Zm00001eb209380,Zm00001eb209380
Zm00001eb209390,Zm00001eb209390
Zm00001eb209400,Zm00001eb209400
Zm00001eb209410,Zm00001eb209410
Zm00001eb209420,Zm00001eb209420
Zm00001eb209430,Zm00001eb209430
Zm00001eb209440,umc1716
Zm00001eb209450,cl22611_1
Zm00001eb209460,Zm00001eb209460
Zm00001eb209470,Zm00001eb209470
Zm00001eb209480,bhlh128
Zm00001eb209490,Zm00001eb209490
Zm00001eb209500,ysl8
Zm00001eb209530,ysl17
Zm00001eb209540,Zm00001eb209540
Zm00001eb209550,bip2
Zm00001eb209560,Zm00001eb209560
Zm00001eb209570,cat3
Zm00001eb209580,Zm00001eb209580
Zm00001eb209590,Zm00001eb209590
Zm00001eb209610,IDP9039
Zm00001eb209620,Zm00001eb209620
Zm00001eb209630,Zm00001eb209630
Zm00001eb209640,Zm00001eb209640
Zm00001eb209650,Zm00001eb209650
Zm00001eb209660,Zm00001eb209660
Zm00001eb209670,nrt2
Zm00001eb209690,nrt1
Zm00001eb209700,Zm00001eb209700
Zm00001eb209710,Zm00001eb209710
Zm00001eb209720,Zm00001eb209720
Zm00001eb209730,Zm00001eb209730
Zm00001eb209740,Zm00001eb209740
Zm00001eb209750,Zm00001eb209750
Zm00001eb209760,Zm00001eb209760
Zm00001eb209770,Zm00001eb209770
Zm00001eb209780,jmj12
Zm00001eb209790,Zm00001eb209790
Zm00001eb209800,Zm00001eb209800
Zm00001eb209810,Zm00001eb209810
Zm00001eb209820,Zm00001eb209820
Zm00001eb209830,ivr3
Zm00001eb209850,Zm00001eb209850
Zm00001eb209860,rbm48
Zm00001eb209870,emb14
Zm00001eb209880,thx21
Zm00001eb209890,Zm00001eb209890
Zm00001eb209900,Zm00001eb209900
Zm00001eb209910,pco113532
Zm00001eb209920,pco113532
Zm00001eb209930,pmei19
Zm00001eb209940,IDP5986
Zm00001eb209950,xlg2
Zm00001eb209960,Zm00001eb209960
Zm00001eb209970,Zm00001eb209970
Zm00001eb209990,Zm00001eb209990
Zm00001eb210000,Zm00001eb210000
Zm00001eb210030,Zm00001eb210030
Zm00001eb210040,Zm00001eb210040
Zm00001eb210050,Zm00001eb210050
Zm00001eb210060,Zm00001eb210060
Zm00001eb210070,Zm00001eb210070
Zm00001eb210080,Zm00001eb210080
Zm00001eb210100,Zm00001eb210100
Zm00001eb210110,Zm00001eb210110
Zm00001eb210120,Zm00001eb210120
Zm00001eb210130,Zm00001eb210130
Zm00001eb210140,pdi3
Zm00001eb210150,Zm00001eb210150
Zm00001eb210160,Zm00001eb210160
Zm00001eb210170,Zm00001eb210170
Zm00001eb210180,Zm00001eb210180
Zm00001eb210190,Zm00001eb210190
Zm00001eb210200,Zm00001eb210200
Zm00001eb210210,Zm00001eb210210
Zm00001eb210220,Zm00001eb210220
Zm00001eb210240,Zm00001eb210240
Zm00001eb210250,Zm00001eb210250
Zm00001eb210260,Zm00001eb210260
Zm00001eb210270,Zm00001eb210270
Zm00001eb210280,Zm00001eb210280
Zm00001eb210290,IDP8589
Zm00001eb210320,Zm00001eb210320
Zm00001eb210340,Zm00001eb210340
Zm00001eb210350,umc1240
Zm00001eb210360,Zm00001eb210360
Zm00001eb210370,sig6
Zm00001eb210380,AI676903
Zm00001eb210390,AI676903
Zm00001eb210410,Zm00001eb210410
Zm00001eb210420,Zm00001eb210420
Zm00001eb210430,Zm00001eb210430
Zm00001eb210440,Zm00001eb210440
Zm00001eb210450,Zm00001eb210450
Zm00001eb210460,umc2292
Zm00001eb210470,Zm00001eb210470
Zm00001eb210480,umc1491
Zm00001eb210490,Zm00001eb210490
Zm00001eb210500,IDP1619
Zm00001eb210510,sro4
Zm00001eb210520,umc1253
Zm00001eb210530,hsftf22
Zm00001eb210540,Zm00001eb210540
Zm00001eb210550,Zm00001eb210550
Zm00001eb210560,Zm00001eb210560
Zm00001eb210570,Zm00001eb210570
Zm00001eb210580,Zm00001eb210580
Zm00001eb210590,Zm00001eb210590
Zm00001eb210600,Zm00001eb210600
Zm00001eb210610,IDP3819
Zm00001eb210620,Zm00001eb210620
Zm00001eb210630,der2
Zm00001eb210640,Zm00001eb210640
Zm00001eb210650,Zm00001eb210650
Zm00001eb210660,Zm00001eb210660
Zm00001eb210680,umc1416
Zm00001eb210690,Zm00001eb210690
Zm00001eb210700,Zm00001eb210700
Zm00001eb210710,Zm00001eb210710
Zm00001eb210720,pco111061
Zm00001eb210730,Zm00001eb210730
Zm00001eb210740,AY110625
Zm00001eb210750,Zm00001eb210750
Zm00001eb210760,Zm00001eb210760
Zm00001eb210770,cl9439_1
Zm00001eb210780,Zm00001eb210780
Zm00001eb210790,Zm00001eb210790
Zm00001eb210800,Zm00001eb210800
Zm00001eb210810,Zm00001eb210810
Zm00001eb210820,cl8986_1
Zm00001eb210830,Zm00001eb210830
Zm00001eb210840,Zm00001eb210840
Zm00001eb210850,pco144871
Zm00001eb210860,IDP6015
Zm00001eb210870,Zm00001eb210870
Zm00001eb210880,Zm00001eb210880
Zm00001eb210890,Zm00001eb210890
Zm00001eb210900,cast1
Zm00001eb210910,Zm00001eb210910
Zm00001eb210920,Zm00001eb210920
Zm00001eb210930,umc2539
Zm00001eb210940,Zm00001eb210940
Zm00001eb210950,Zm00001eb210950
Zm00001eb210960,Zm00001eb210960
Zm00001eb210970,Zm00001eb210970
Zm00001eb210980,gpm645
Zm00001eb210990,Zm00001eb210990
Zm00001eb211000,Zm00001eb211000
Zm00001eb211010,Zm00001eb211010
Zm00001eb211020,si687007d06
Zm00001eb211030,Zm00001eb211030
Zm00001eb211040,IDP3834
Zm00001eb211050,bige1
Zm00001eb211060,Zm00001eb211060
Zm00001eb211070,Zm00001eb211070
Zm00001eb211080,Zm00001eb211080
Zm00001eb211090,Zm00001eb211090
Zm00001eb211100,Zm00001eb211100
Zm00001eb211110,Zm00001eb211110
Zm00001eb211120,Zm00001eb211120
Zm00001eb211130,Zm00001eb211130
Zm00001eb211140,Zm00001eb211140
Zm00001eb211150,acb9
Zm00001eb211170,Zm00001eb211170
Zm00001eb211180,Zm00001eb211180
Zm00001eb211190,Zm00001eb211190
Zm00001eb211200,pco116249
Zm00001eb211210,Zm00001eb211210
Zm00001eb211220,Zm00001eb211220
Zm00001eb211260,cnr10
Zm00001eb211270,IDP8601
Zm00001eb211280,cnr3
Zm00001eb211290,Zm00001eb211290
Zm00001eb211300,pco095801
Zm00001eb211310,Zm00001eb211310
Zm00001eb211320,Zm00001eb211320
Zm00001eb211330,Zm00001eb211330
Zm00001eb211340,Zm00001eb211340
Zm00001eb211350,Zm00001eb211350
Zm00001eb211360,Zm00001eb211360
Zm00001eb211370,Zm00001eb211370
Zm00001eb211380,Zm00001eb211380
Zm00001eb211390,laz4
Zm00001eb211400,rh3
Zm00001eb211410,Zm00001eb211410
Zm00001eb211420,Zm00001eb211420
Zm00001eb211430,Zm00001eb211430
Zm00001eb211440,si603009b06
Zm00001eb211450,pco107819
Zm00001eb211460,bsk9
Zm00001eb211470,umc1445
Zm00001eb211480,IDP7849
Zm00001eb211490,nbcs15
Zm00001eb211500,Zm00001eb211500
Zm00001eb211510,Zm00001eb211510
Zm00001eb211520,IDP4503
Zm00001eb211530,Zm00001eb211530
Zm00001eb211550,Zm00001eb211550
Zm00001eb211560,Zm00001eb211560
Zm00001eb211570,Zm00001eb211570
Zm00001eb211580,Zm00001eb211580
Zm00001eb211590,Zm00001eb211590
Zm00001eb211600,Zm00001eb211600
Zm00001eb211610,ras11B2
Zm00001eb211620,IDP122
Zm00001eb211640,smr2
Zm00001eb211650,Zm00001eb211650
Zm00001eb211660,pk5
Zm00001eb211670,Zm00001eb211670
Zm00001eb211680,Zm00001eb211680
Zm00001eb211690,prh24
Zm00001eb211700,dof33
Zm00001eb211710,dof31
Zm00001eb211720,Zm00001eb211720
Zm00001eb211730,Zm00001eb211730
Zm00001eb211740,adf10
Zm00001eb211750,Zm00001eb211750
Zm00001eb211760,Zm00001eb211760
Zm00001eb211770,Zm00001eb211770
Zm00001eb211780,Zm00001eb211780
Zm00001eb211790,Zm00001eb211790
Zm00001eb211800,Zm00001eb211800
Zm00001eb211810,Zm00001eb211810
Zm00001eb211820,Zm00001eb211820
Zm00001eb211830,Zm00001eb211830
Zm00001eb211850,Zm00001eb211850
Zm00001eb211860,Zm00001eb211860
Zm00001eb211870,Zm00001eb211870
Zm00001eb211880,Zm00001eb211880
Zm00001eb211890,Zm00001eb211890
Zm00001eb211900,alf17
Zm00001eb211910,alf17
Zm00001eb211920,alf17
Zm00001eb211930,alf17
Zm00001eb211940,alf17
Zm00001eb211950,Zm00001eb211950
Zm00001eb211960,IDP2557
Zm00001eb211970,Zm00001eb211970
Zm00001eb211980,umc2591
Zm00001eb211990,Zm00001eb211990
Zm00001eb212000,Zm00001eb212000
Zm00001eb212010,Zm00001eb212010
Zm00001eb212020,Zm00001eb212020
Zm00001eb212030,Zm00001eb212030
Zm00001eb212040,iws2
Zm00001eb212050,Zm00001eb212050
Zm00001eb212060,cl44074_1
Zm00001eb212070,Zm00001eb212070
Zm00001eb212080,Zm00001eb212080
Zm00001eb212090,Zm00001eb212090
Zm00001eb212100,mthfr2
Zm00001eb212110,Zm00001eb212110
Zm00001eb212120,nactf6
Zm00001eb212130,Zm00001eb212130
Zm00001eb212140,Zm00001eb212140
Zm00001eb212150,pco067763
Zm00001eb212160,Zm00001eb212160
Zm00001eb212170,arf1
Zm00001eb212180,Zm00001eb212180
Zm00001eb212190,pco078089
Zm00001eb212200,Zm00001eb212200
Zm00001eb212210,Zm00001eb212210
Zm00001eb212220,Zm00001eb212220
Zm00001eb212230,Zm00001eb212230
Zm00001eb212240,Zm00001eb212240
Zm00001eb212250,chld1
Zm00001eb212260,Zm00001eb212260
Zm00001eb212270,sca1
Zm00001eb212280,Zm00001eb212280
Zm00001eb212290,Zm00001eb212290
Zm00001eb212300,pco143347
Zm00001eb212310,Zm00001eb212310
Zm00001eb212330,Zm00001eb212330
Zm00001eb212340,Zm00001eb212340
Zm00001eb212350,ipt5
Zm00001eb212360,Zm00001eb212360
Zm00001eb212370,IDP69
Zm00001eb212380,Zm00001eb212380
Zm00001eb212390,Zm00001eb212390
Zm00001eb212400,Zm00001eb212400
Zm00001eb212410,Zm00001eb212410
Zm00001eb212420,wtf2
Zm00001eb212430,cdpk48
Zm00001eb212440,Zm00001eb212440
Zm00001eb212450,Zm00001eb212450
Zm00001eb212460,umc1679
Zm00001eb212470,Zm00001eb212470
Zm00001eb212480,Zm00001eb212480
Zm00001eb212490,Zm00001eb212490
Zm00001eb212500,Zm00001eb212500
Zm00001eb212510,Zm00001eb212510
Zm00001eb212520,psad1
Zm00001eb212530,Zm00001eb212530
Zm00001eb212540,gpm707
Zm00001eb212550,cybc7
Zm00001eb212580,aprl9
Zm00001eb212590,Zm00001eb212590
Zm00001eb212610,Zm00001eb212610
Zm00001eb212620,Zm00001eb212620
Zm00001eb212630,sqs1
Zm00001eb212640,mmp43
Zm00001eb212650,IDP1463
Zm00001eb212660,Zm00001eb212660
Zm00001eb212670,proh6
Zm00001eb212680,GRMZM2G350428
Zm00001eb212690,IDP321
Zm00001eb212700,IDP1956
Zm00001eb212710,Zm00001eb212710
Zm00001eb212720,Zm00001eb212720
Zm00001eb212730,Zm00001eb212730
Zm00001eb212740,Zm00001eb212740
Zm00001eb212750,fha11
Zm00001eb212760,IDP532
Zm00001eb212770,IDP532
Zm00001eb212800,ms28
Zm00001eb212810,Zm00001eb212810
Zm00001eb212820,hon106a
Zm00001eb212840,Zm00001eb212840
Zm00001eb212850,Zm00001eb212850
Zm00001eb212870,Zm00001eb212870
Zm00001eb212880,myb160
Zm00001eb212890,iaa45
Zm00001eb212900,pco092396
Zm00001eb212910,Zm00001eb212910
Zm00001eb212920,Zm00001eb212920
Zm00001eb212930,bhlh159
Zm00001eb212940,ohp2
Zm00001eb212950,IDP7211
Zm00001eb212960,gpm217b
Zm00001eb212970,Zm00001eb212970
Zm00001eb212980,Zm00001eb212980
Zm00001eb212990,Zm00001eb212990
Zm00001eb213000,umc2783
Zm00001eb213010,Zm00001eb213010
Zm00001eb213020,ppr13
Zm00001eb213040,Zm00001eb213040
Zm00001eb213050,Zm00001eb213050
Zm00001eb213060,Zm00001eb213060
Zm00001eb213070,Zm00001eb213070
Zm00001eb213080,AY109733
Zm00001eb213090,hagtf21
Zm00001eb213100,Zm00001eb213100
Zm00001eb213110,Zm00001eb213110
Zm00001eb213120,IDP4253
Zm00001eb213130,IDP5934
Zm00001eb213140,umc1478
Zm00001eb213150,Zm00001eb213150
Zm00001eb213160,mab17
Zm00001eb213170,IDP4011
Zm00001eb213180,Zm00001eb213180
Zm00001eb213190,ao2
Zm00001eb213200,Zm00001eb213200
Zm00001eb213210,Zm00001eb213210
Zm00001eb213220,Zm00001eb213220
Zm00001eb213230,vq26
Zm00001eb213240,cdpk18
Zm00001eb213250,Zm00001eb213250
Zm00001eb213260,Zm00001eb213260
Zm00001eb213280,cdpk10
Zm00001eb213300,Zm00001eb213300
Zm00001eb213310,Zm00001eb213310
Zm00001eb213320,iqd14
Zm00001eb213330,Zm00001eb213330
Zm00001eb213350,Zm00001eb213350
Zm00001eb213360,Zm00001eb213360
Zm00001eb213370,Zm00001eb213370
Zm00001eb213380,Zm00001eb213380
Zm00001eb213390,IDP2588
Zm00001eb213400,Zm00001eb213400
Zm00001eb213410,Zm00001eb213410
Zm00001eb213420,Zm00001eb213420
Zm00001eb213430,tcptf44
Zm00001eb213450,Zm00001eb213450
Zm00001eb213460,Zm00001eb213460
Zm00001eb213470,Zm00001eb213470
Zm00001eb213480,Zm00001eb213480
Zm00001eb213490,Zm00001eb213490
Zm00001eb213500,Zm00001eb213500
Zm00001eb213510,Zm00001eb213510
Zm00001eb213520,Zm00001eb213520
Zm00001eb213530,Zm00001eb213530
