"gene","raw_cutree_cluster","trend_cluster","mean_SCT_expression"
"Zm00001eb043000",5,"C5",0.71840742498314
"Zm00001eb005660",5,"C5",0.714985189634374
"Zm00001eb015290",5,"C5",0.711794739276635
"Zm00001eb360900",5,"C5",0.70939106324669
"Zm00001eb419400",5,"C5",0.701265750939963
"Zm00001eb145950",5,"C5",0.699759057836292
"Zm00001eb311470",5,"C5",0.699482153034343
"Zm00001eb350390",5,"C5",0.697146872851396
"Zm00001eb102720",5,"C5",0.696914163233677
"Zm00001eb160200",5,"C5",0.695141162988263
"Zm00001eb228120",5,"C5",0.689554239887825
"Zm00001eb055050",5,"C5",0.687714373940019
"Zm00001eb051800",5,"C5",0.685396535676636
"Zm00001eb048680",5,"C5",0.680404462615048
"Zm00001eb433650",5,"C5",0.676429619202263
"Zm00001eb110650",5,"C5",0.676367429510787
"Zm00001eb008460",5,"C5",0.672217301943088
"Zm00001eb068110",5,"C5",0.665258833066871
"Zm00001eb120410",5,"C5",0.664607211505625
"Zm00001eb345610",5,"C5",0.664322498776817
"Zm00001eb328460",5,"C5",0.654730660516848
"Zm00001eb043390",5,"C5",0.65324804167385
"Zm00001eb008490",5,"C5",0.650865416423331
"Zm00001eb043770",5,"C5",0.650140224482344
"Zm00001eb356130",5,"C5",0.649137747435101
"Zm00001eb138610",5,"C5",0.645677424353981
"Zm00001eb102550",5,"C5",0.643777509813564
"Zm00001eb399330",5,"C5",0.642585615189816
"Zm00001eb071930",5,"C5",0.64040693286779
"Zm00001eb009160",5,"C5",0.639317678689396
"Zm00001eb231460",5,"C5",0.630028996129132
"Zm00001eb329680",5,"C5",0.626351586236088
"Zm00001eb205190",5,"C5",0.625067623716993
"Zm00001eb255430",5,"C5",0.624198431839809
"Zm00001eb307070",5,"C5",0.621581227396511
"Zm00001eb195860",5,"C5",0.621365284716163
"Zm00001eb305750",5,"C5",0.618022047673258
"Zm00001eb205890",5,"C5",0.61708285657843
"Zm00001eb010370",5,"C5",0.616612892714018
"Zm00001eb316960",5,"C5",0.614418024371419
"Zm00001eb410510",5,"C5",0.613907434207672
"Zm00001eb405770",5,"C5",0.597721487391797
"Zm00001eb155580",5,"C5",0.592442128542051
"Zm00001eb061570",5,"C5",0.588227353496163
"Zm00001eb003830",5,"C5",0.586697635124434
"Zm00001eb086680",5,"C5",0.583666000114418
"Zm00001eb424410",5,"C5",0.581132084912689
"Zm00001eb187000",5,"C5",0.576485283464815
"Zm00001eb311450",5,"C5",0.574231376996522
"Zm00001eb002850",5,"C5",0.573063755158698
"Zm00001eb139570",5,"C5",0.569373514234774
"Zm00001eb405760",5,"C5",0.565769432676924
"Zm00001eb239300",5,"C5",0.565677956254102
"Zm00001eb091470",5,"C5",0.565332089841416
"Zm00001eb198750",5,"C5",0.561391646009661
"Zm00001eb264980",5,"C5",0.5581841446042
"Zm00001eb342370",5,"C5",0.556125627025418
"Zm00001eb324430",5,"C5",0.552793699404686
"Zm00001eb382060",5,"C5",0.55121659750356
"Zm00001eb064390",5,"C5",0.548531803037464
"Zm00001eb333190",5,"C5",0.536200950662182
"Zm00001eb265760",5,"C5",0.535964126654438
"Zm00001eb067750",5,"C5",0.531344318148141
"Zm00001eb253990",5,"C5",0.529403471263343
"Zm00001eb389800",5,"C5",0.528765518805377
"Zm00001eb012610",5,"C5",0.528402402787721
"Zm00001eb362520",5,"C5",0.527144326276888
"Zm00001eb397150",5,"C5",0.52667202956872
"Zm00001eb081070",5,"C5",0.526543928467627
"Zm00001eb045570",5,"C5",0.525719715479067
"Zm00001eb307360",5,"C5",0.524825719208861
"Zm00001eb177630",5,"C5",0.524690114158939
"Zm00001eb015890",5,"C5",0.524609835756086
"Zm00001eb258460",5,"C5",0.523112462413143
"Zm00001eb386550",5,"C5",0.521301565391853
"Zm00001eb043070",5,"C5",0.516077008880927
"Zm00001eb311680",5,"C5",0.512393654307399
"Zm00001eb172410",5,"C5",0.510081822051817
"Zm00001eb186900",5,"C5",0.510008982868413
"Zm00001eb206100",5,"C5",0.509641162869813
"Zm00001eb343210",5,"C5",0.507845122205848
"Zm00001eb252410",5,"C5",0.507748633358273
"Zm00001eb340590",5,"C5",0.504204756013611
"Zm00001eb110430",5,"C5",0.503257509272126
"Zm00001eb392570",5,"C5",0.500845097358131
"Zm00001eb293810",5,"C5",0.499279453575272
"Zm00001eb002780",5,"C5",0.498536516322338
"Zm00001eb243930",5,"C5",0.496568045855579
"Zm00001eb071820",5,"C5",0.496384904503468
"Zm00001eb151280",5,"C5",0.495804127289166
"Zm00001eb375130",5,"C5",0.494949919466282
"Zm00001eb179730",5,"C5",0.494263019160415
"Zm00001eb281750",5,"C5",0.493701196765949
"Zm00001eb386020",5,"C5",0.491436475102275
"Zm00001eb002790",5,"C5",0.490914674512833
"Zm00001eb300320",5,"C5",0.49073898606609
"Zm00001eb352390",5,"C5",0.487848626373999
"Zm00001eb091270",5,"C5",0.485292118719672
"Zm00001eb318750",5,"C5",0.485108734925217
"Zm00001eb059230",5,"C5",0.484711162995356
"Zm00001eb192140",5,"C5",0.484490790926366
"Zm00001eb148520",5,"C5",0.483804029032111
"Zm00001eb150040",5,"C5",0.48163622435693
"Zm00001eb139060",5,"C5",0.477752394271127
"Zm00001eb343950",5,"C5",0.475197334568478
"Zm00001eb128910",5,"C5",0.474819246857898
"Zm00001eb060410",5,"C5",0.473160656484459
"Zm00001eb147480",5,"C5",0.472209592573109
"Zm00001eb091360",5,"C5",0.470009039692376
"Zm00001eb332780",5,"C5",0.469758088046772
"Zm00001eb121000",5,"C5",0.469095563685717
"Zm00001eb134110",5,"C5",0.466156623674349
"Zm00001eb405650",5,"C5",0.463660803808756
"Zm00001eb200150",5,"C5",0.460438435132388
"Zm00001eb369940",5,"C5",0.458216714178325
"Zm00001eb099240",5,"C5",0.45553241367925
"Zm00001eb217750",5,"C5",0.454855804451026
"Zm00001eb433330",5,"C5",0.454742583880847
"Zm00001eb017130",5,"C5",0.45236945819618
"Zm00001eb197180",5,"C5",0.451113218737086
"Zm00001eb110580",5,"C5",0.450575625251831
"Zm00001eb409400",5,"C5",0.449155886004714
"Zm00001eb404830",5,"C5",0.447626711813306
"Zm00001eb153710",5,"C5",0.445604923442834
"Zm00001eb061520",5,"C5",0.442980968382514
"Zm00001eb259620",5,"C5",0.440777982637842
"Zm00001eb349250",5,"C5",0.439650907472023
"Zm00001eb281490",5,"C5",0.43905880988395
"Zm00001eb295490",5,"C5",0.437077385119485
"Zm00001eb218500",5,"C5",0.432613849658024
"Zm00001eb342070",5,"C5",0.429455868819167
"Zm00001eb267050",5,"C5",0.429265373085566
"Zm00001eb397710",5,"C5",0.428125064854202
"Zm00001eb288700",5,"C5",0.42792980226896
"Zm00001eb203240",5,"C5",0.425146892634592
"Zm00001eb298980",5,"C5",0.424670311677635
"Zm00001eb145520",5,"C5",0.422478516472089
"Zm00001eb045350",5,"C5",0.420961909483816
"Zm00001eb408330",5,"C5",0.41962903095458
"Zm00001eb289590",5,"C5",0.419317539839826
"Zm00001eb350460",5,"C5",0.418577609240815
"Zm00001eb117520",5,"C5",0.416678200806222
"Zm00001eb171010",5,"C5",0.416554014146233
"Zm00001eb332210",5,"C5",0.410864753692726
"Zm00001eb277870",5,"C5",0.410496785745384
"Zm00001eb097100",5,"C5",0.410242606430423
"Zm00001eb383200",5,"C5",0.410140577347842
"Zm00001eb363120",5,"C5",0.407370665786097
"Zm00001eb066190",5,"C5",0.407360439097085
"Zm00001eb076160",5,"C5",0.406797147053049
"Zm00001eb109710",5,"C5",0.406127351273453
"Zm00001eb364850",5,"C5",0.404862753169394
"Zm00001eb246350",5,"C5",0.403901868745848
"Zm00001eb166440",5,"C5",0.401338638390925
"Zm00001eb033000",5,"C5",0.401155384927715
"Zm00001eb211150",5,"C5",0.400901295390167
"Zm00001eb273460",5,"C5",0.400617052526137
"Zm00001eb245840",5,"C5",0.399705080734022
"Zm00001eb122410",5,"C5",0.398073057278522
"Zm00001eb120330",5,"C5",0.396928004207592
"Zm00001eb431730",5,"C5",0.396674044789936
"Zm00001eb049240",5,"C5",0.395823542295246
"Zm00001eb191020",5,"C5",0.394240139386413
"Zm00001eb189030",5,"C5",0.39170436163443
"Zm00001eb351830",5,"C5",0.390867261440161
"Zm00001eb148120",5,"C5",0.390679329893782
"Zm00001eb385790",5,"C5",0.389916242257028
"Zm00001eb403710",5,"C5",0.389806326087963
"Zm00001eb366360",5,"C5",0.388943010471816
"Zm00001eb377260",5,"C5",0.38893929415231
"Zm00001eb026690",5,"C5",0.386375722266224
"Zm00001eb224620",5,"C5",0.385791567050449
"Zm00001eb144640",5,"C5",0.38539605093403
"Zm00001eb330040",5,"C5",0.384037385632769
"Zm00001eb028680",5,"C5",0.382317299577672
"Zm00001eb294650",5,"C5",0.38084474870894
"Zm00001eb162890",5,"C5",0.380115108983952
"Zm00001eb093590",5,"C5",0.376467003728387
"Zm00001eb104690",5,"C5",0.375867653533461
"Zm00001eb226550",5,"C5",0.375781589068477
"Zm00001eb163000",5,"C5",0.37535205959966
"Zm00001eb421950",5,"C5",0.371431987334658
"Zm00001eb405040",5,"C5",0.371264629688257
"Zm00001eb208240",5,"C5",0.370894826531097
"Zm00001eb242360",5,"C5",0.370797812956505
"Zm00001eb172420",5,"C5",0.368980038195947
"Zm00001eb100460",5,"C5",0.364104980339563
"Zm00001eb422600",5,"C5",0.363341598166923
"Zm00001eb237160",5,"C5",0.363246008499535
"Zm00001eb297110",5,"C5",0.362121648113737
"Zm00001eb110080",5,"C5",0.361883951954244
"Zm00001eb418980",5,"C5",0.360459356591861
"Zm00001eb001880",5,"C5",0.359554537488766
"Zm00001eb415400",5,"C5",0.358600604404336
"Zm00001eb033390",5,"C5",0.356694741674589
"Zm00001eb253120",5,"C5",0.356182511675013
"Zm00001eb267590",5,"C5",0.35497070357897
"Zm00001eb259310",5,"C5",0.353585622585042
"Zm00001eb287600",5,"C5",0.353178771644885
"Zm00001eb228660",5,"C5",0.353158532398837
"Zm00001eb402260",5,"C5",0.352670702496744
"Zm00001eb322160",5,"C5",0.352577209411328
"Zm00001eb215290",5,"C5",0.3513383229863
"Zm00001eb055360",5,"C5",0.350970561438685
"Zm00001eb042400",5,"C5",0.350510818011621
"Zm00001eb144260",5,"C5",0.350403784759553
"Zm00001eb273530",5,"C5",0.350398346796801
"Zm00001eb259150",5,"C5",0.347813017413434
"Zm00001eb010170",5,"C5",0.34776902992597
"Zm00001eb063690",5,"C5",0.347689774985429
"Zm00001eb238590",5,"C5",0.347310380325009
"Zm00001eb368920",5,"C5",0.347200308426021
"Zm00001eb389350",5,"C5",0.346888792888451
"Zm00001eb241400",5,"C5",0.346227565642271
"Zm00001eb328400",5,"C5",0.344918265752369
"Zm00001eb375410",5,"C5",0.344704022000407
"Zm00001eb363840",5,"C5",0.344580003755242
"Zm00001eb226870",5,"C5",0.344097115983408
"Zm00001eb143520",5,"C5",0.344030594470435
"Zm00001eb359400",5,"C5",0.343844051299432
"Zm00001eb153700",5,"C5",0.343242530632944
"Zm00001eb411670",5,"C5",0.341926721811458
"Zm00001eb246730",5,"C5",0.335661005804407
"Zm00001eb255320",5,"C5",0.335635511235437
"Zm00001eb220480",5,"C5",0.334928718361381
"Zm00001eb010560",5,"C5",0.334561523597443
"Zm00001eb162030",5,"C5",0.331421921486533
"Zm00001eb178490",5,"C5",0.330650602892971
"Zm00001eb153830",5,"C5",0.329737114890067
"Zm00001eb266370",5,"C5",0.328750106735034
"Zm00001eb061250",5,"C5",0.328558918106873
"Zm00001eb400580",5,"C5",0.326867315975781
"Zm00001eb268510",5,"C5",0.326446736017959
"Zm00001eb302400",5,"C5",0.324338847855155
"Zm00001eb400480",5,"C5",0.323955326453973
"Zm00001eb026680",5,"C5",0.323852381604686
"Zm00001eb352920",5,"C5",0.323188769490065
"Zm00001eb105900",5,"C5",0.322542409438569
"Zm00001eb056820",5,"C5",0.320198530113708
"Zm00001eb345900",5,"C5",0.317953242139164
"Zm00001eb229180",5,"C5",0.317453226211138
"Zm00001eb258050",5,"C5",0.317070927468433
"Zm00001eb185370",5,"C5",0.316282073778135
"Zm00001eb129030",5,"C5",0.316044441532217
"Zm00001eb005600",5,"C5",0.313039857466644
"Zm00001eb432730",5,"C5",0.310006243394652
"Zm00001eb076780",5,"C5",0.309971200674935
"Zm00001eb265430",5,"C5",0.308964811087468
"Zm00001eb365990",5,"C5",0.308821980268242
"Zm00001eb161980",5,"C5",0.307072333649701
"Zm00001eb002800",5,"C5",0.306341712595273
"Zm00001eb373560",5,"C5",0.306198701957597
"Zm00001eb130940",5,"C5",0.305499395534949
"Zm00001eb161710",5,"C5",0.305210238151519
"Zm00001eb336660",5,"C5",0.305130821734414
"Zm00001eb148640",5,"C5",0.305081292480339
"Zm00001eb104040",5,"C5",0.305013234747025
"Zm00001eb391070",5,"C5",0.304260808991441
"Zm00001eb247320",5,"C5",0.303083904099513
"Zm00001eb422860",5,"C5",0.302955155720325
"Zm00001eb080950",5,"C5",0.30262044471851
"Zm00001eb246560",5,"C5",0.30257217887545
"Zm00001eb185930",5,"C5",0.302370470627192
"Zm00001eb191720",5,"C5",0.301938868321083
"Zm00001eb229640",5,"C5",0.301718448112844
"Zm00001eb110460",5,"C5",0.301176838722361
"Zm00001eb246400",5,"C5",0.299833003259402
"Zm00001eb318710",5,"C5",0.299026544901924
"Zm00001eb078520",5,"C5",0.298708018446216
"Zm00001eb334440",5,"C5",0.29705685628829
"Zm00001eb187010",5,"C5",0.296028101345875
"Zm00001eb170730",5,"C5",0.295373358136313
"Zm00001eb395780",5,"C5",0.294689922337787
"Zm00001eb142310",5,"C5",0.293907028753911
"Zm00001eb368220",5,"C5",0.293885067929695
"Zm00001eb347720",5,"C5",0.293392936234706
"Zm00001eb202200",5,"C5",0.291861975502246
"Zm00001eb324250",5,"C5",0.291826412201649
"Zm00001eb362560",5,"C5",0.290996723261679
"Zm00001eb281780",5,"C5",0.289908971175353
"Zm00001eb172920",5,"C5",0.289306662209079
"Zm00001eb301520",5,"C5",0.28921702485982
"Zm00001eb259340",5,"C5",0.289174358403417
"Zm00001eb244860",5,"C5",0.288693898795272
"Zm00001eb157070",5,"C5",0.288160967573673
"Zm00001eb259160",5,"C5",0.286707727980576
"Zm00001eb427560",5,"C5",0.286146613948117
"Zm00001eb072460",5,"C5",0.284177951056039
"Zm00001eb041120",5,"C5",0.283995704705797
"Zm00001eb107700",5,"C5",0.283661132935467
"Zm00001eb048820",5,"C5",0.283432129832833
"Zm00001eb291480",5,"C5",0.283134438304253
"Zm00001eb215650",5,"C5",0.282773906203456
"Zm00001eb041430",5,"C5",0.281927074142736
"Zm00001eb281980",5,"C5",0.281800368694669
"Zm00001eb250390",5,"C5",0.28131907016882
"Zm00001eb023730",5,"C5",0.280929125407622
"Zm00001eb424630",5,"C5",0.28031703959539
"Zm00001eb357070",5,"C5",0.280039200680134
"Zm00001eb358660",5,"C5",0.279709799940365
"Zm00001eb392530",5,"C5",0.277962024783456
"Zm00001eb183460",5,"C5",0.276402652024287
"Zm00001eb066230",5,"C5",0.27580461228043
"Zm00001eb121410",5,"C5",0.275774304892143
"Zm00001eb414050",5,"C5",0.275454082286448
"Zm00001eb408360",5,"C5",0.275171586378928
"Zm00001eb091400",5,"C5",0.275040031448281
"Zm00001eb314840",5,"C5",0.274821209903545
"Zm00001eb397570",5,"C5",0.27400759098677
"Zm00001eb275450",5,"C5",0.273849289956418
"Zm00001eb138730",5,"C5",0.27380643281404
"Zm00001eb280720",5,"C5",0.273689714102288
"Zm00001eb236370",5,"C5",0.272089431605216
"Zm00001eb311740",5,"C5",0.271213766453667
"Zm00001eb083840",5,"C5",0.270526186103962
"Zm00001eb224410",5,"C5",0.270078642753283
"Zm00001eb398370",5,"C5",0.269813905900557
"Zm00001eb060390",5,"C5",0.26967676417995
"Zm00001eb201130",5,"C5",0.269437955945418
"Zm00001eb017520",5,"C5",0.268576336133174
"Zm00001eb044090",5,"C5",0.268330121549204
"Zm00001eb055560",5,"C5",0.267803713705776
"Zm00001eb038830",5,"C5",0.266819203022696
"Zm00001eb121390",5,"C5",0.266463329406945
"Zm00001eb424940",5,"C5",0.266290095662404
"Zm00001eb127720",5,"C5",0.266244326845505
"Zm00001eb292530",5,"C5",0.265548681037909
"Zm00001eb414760",5,"C5",0.265377554788062
"Zm00001eb096900",5,"C5",0.265359622942548
"Zm00001eb253800",5,"C5",0.265079179018071
"Zm00001eb160500",5,"C5",0.264914163479697
"Zm00001eb101410",5,"C5",0.264573389529731
"Zm00001eb210570",5,"C5",0.264353762130157
"Zm00001eb122960",5,"C5",0.264075191180999
"Zm00001eb356300",5,"C5",0.263487212737268
"Zm00001eb072680",5,"C5",0.262707922442335
"Zm00001eb054990",5,"C5",0.262498571290837
"Zm00001eb100840",5,"C5",0.262481996341203
"Zm00001eb179510",5,"C5",0.262080415290164
"Zm00001eb112170",5,"C5",0.261689518842848
"Zm00001eb336870",5,"C5",0.261216081680032
"Zm00001eb115200",5,"C5",0.260421683537388
"Zm00001eb430780",5,"C5",0.260345363245481
"Zm00001eb008440",5,"C5",0.260136765762157
"Zm00001eb026540",5,"C5",0.2597931096748
"Zm00001eb013460",5,"C5",0.259538846937734
"Zm00001eb171700",5,"C5",0.259278160541678
"Zm00001eb392750",5,"C5",0.259138081714116
"Zm00001eb284840",5,"C5",0.259012506907846
"Zm00001eb164660",5,"C5",0.258571716198677
"Zm00001eb062230",5,"C5",0.258077204506651
"Zm00001eb007470",5,"C5",0.257365458569837
"Zm00001eb029220",5,"C5",0.257057593418223
"Zm00001eb424480",5,"C5",0.256648090737417
"Zm00001eb024490",5,"C5",0.256620513425794
"Zm00001eb081380",5,"C5",0.256235179842479
"Zm00001eb398680",5,"C5",0.255861177838744
"Zm00001eb210460",5,"C5",0.254333533299403
"Zm00001eb016620",5,"C5",0.253527554937865
"Zm00001eb007060",5,"C5",0.253419214641636
"Zm00001eb137200",5,"C5",0.251606911323742
"Zm00001eb386520",5,"C5",0.251451747077917
"Zm00001eb043800",5,"C5",0.251342810218708
"Zm00001eb129790",5,"C5",0.251310559730974
"Zm00001eb161050",5,"C5",0.249980558597092
"Zm00001eb401230",5,"C5",0.249645626756018
"Zm00001eb150840",5,"C5",0.249621469409473
"Zm00001eb198990",5,"C5",0.249125003478177
"Zm00001eb130060",5,"C5",0.248946931183382
"Zm00001eb224770",5,"C5",0.248604220076217
"Zm00001eb235420",5,"C5",0.248133242683361
"Zm00001eb384970",5,"C5",0.247433793116857
"Zm00001eb071580",5,"C5",0.247400625008599
"Zm00001eb023780",5,"C5",0.2462864825648
"Zm00001eb224910",5,"C5",0.246250719353134
"Zm00001eb260870",5,"C5",0.246224849319178
"Zm00001eb017140",5,"C5",0.245705480624439
"Zm00001eb179690",5,"C5",0.245667887250353
"Zm00001eb413700",5,"C5",0.245639401190874
"Zm00001eb289360",5,"C5",0.245182025298971
"Zm00001eb257920",5,"C5",0.244785710491688
"Zm00001eb249130",5,"C5",0.244381318036951
"Zm00001eb145790",5,"C5",0.244155965659779
"Zm00001eb402630",5,"C5",0.243909322100449
"Zm00001eb414950",5,"C5",0.243184705701233
"Zm00001eb030110",5,"C5",0.242233418203383
"Zm00001eb106960",5,"C5",0.241682966642043
"Zm00001eb036320",5,"C5",0.241638964771358
"Zm00001eb127850",5,"C5",0.241459255509007
"Zm00001eb387300",5,"C5",0.240591862320831
"Zm00001eb272520",5,"C5",0.239949841307655
"Zm00001eb193820",5,"C5",0.239850066649957
"Zm00001eb283750",5,"C5",0.239790046733649
"Zm00001eb321610",5,"C5",0.239708451317813
"Zm00001eb229520",5,"C5",0.239444350557586
"Zm00001eb206030",5,"C5",0.23920891649055
"Zm00001eb083790",5,"C5",0.239035317864008
"Zm00001eb254410",5,"C5",0.238866488650097
"Zm00001eb341840",5,"C5",0.238672950485258
"Zm00001eb104420",5,"C5",0.238653955606617
"Zm00001eb349390",5,"C5",0.237289389909425
"Zm00001eb323790",5,"C5",0.236797544605697
"Zm00001eb432990",5,"C5",0.235936794602906
"Zm00001eb408250",5,"C5",0.23454568246828
"Zm00001eb407020",5,"C5",0.234048901439017
"Zm00001eb430470",5,"C5",0.233434798593976
"Zm00001eb238230",5,"C5",0.231692034961456
"Zm00001eb336750",5,"C5",0.23137544859629
"Zm00001eb094700",5,"C5",0.230927780892759
"Zm00001eb175430",5,"C5",0.230898539873159
"Zm00001eb229610",5,"C5",0.230860098005235
"Zm00001eb234730",5,"C5",0.230576114652717
"Zm00001eb288730",5,"C5",0.230284684748244
"Zm00001eb386050",5,"C5",0.230140610838056
"Zm00001eb405030",5,"C5",0.228806334547583
"Zm00001eb289180",5,"C5",0.228524475200825
"Zm00001eb288790",5,"C5",0.228179143332203
"Zm00001eb132080",5,"C5",0.22786083490015
"Zm00001eb366670",5,"C5",0.227478756712335
"Zm00001eb018380",5,"C5",0.226859424309127
"Zm00001eb358380",5,"C5",0.226791552697785
"Zm00001eb189050",5,"C5",0.226539725508785
"Zm00001eb226650",5,"C5",0.226508406047695
"Zm00001eb424840",5,"C5",0.226280693780924
"Zm00001eb253320",5,"C5",0.226230214953763
"Zm00001eb012590",5,"C5",0.223862954157801
"Zm00001eb244720",5,"C5",0.223812379734686
"Zm00001eb130820",5,"C5",0.223295692046089
"Zm00001eb376680",5,"C5",0.222969913037552
"Zm00001eb265740",5,"C5",0.222930720770797
"Zm00001eb411700",5,"C5",0.222036925872606
"Zm00001eb163980",5,"C5",0.221677228748139
"Zm00001eb154580",5,"C5",0.221560374706933
"Zm00001eb306630",5,"C5",0.220920578942756
"Zm00001eb228170",5,"C5",0.220467950227483
"Zm00001eb273840",5,"C5",0.218944115210604
"Zm00001eb344760",5,"C5",0.218833131306247
"Zm00001eb281200",5,"C5",0.218632038728714
"Zm00001eb374690",5,"C5",0.218510682232117
"Zm00001eb004440",5,"C5",0.217473756740648
"Zm00001eb148880",5,"C5",0.217465590406139
"Zm00001eb044630",5,"C5",0.217309806175136
"Zm00001eb077980",5,"C5",0.216836768438037
"Zm00001eb284700",5,"C5",0.216024699787709
"Zm00001eb361260",5,"C5",0.215379988453072
"Zm00001eb036920",5,"C5",0.215233280853414
"Zm00001eb348850",5,"C5",0.214570439269619
"Zm00001eb204590",5,"C5",0.214359352763885
"Zm00001eb174640",5,"C5",0.21419211794787
"Zm00001eb398000",5,"C5",0.214048427678421
"Zm00001eb314260",5,"C5",0.213498736804281
"Zm00001eb164130",5,"C5",0.212939323085484
"Zm00001eb227780",5,"C5",0.21250356171517
"Zm00001eb386220",5,"C5",0.212405841233812
"Zm00001eb385590",5,"C5",0.211861505860129
"Zm00001eb278930",5,"C5",0.211568829698562
"Zm00001eb172800",5,"C5",0.211543357867376
"Zm00001eb329870",5,"C5",0.211017483578048
"Zm00001eb017460",5,"C5",0.209004099360983
"Zm00001eb350710",5,"C5",0.208691318619621
"Zm00001eb015260",5,"C5",0.208317205706898
"Zm00001eb169800",5,"C5",0.208109178836002
"Zm00001eb146660",5,"C5",0.208066246674464
"Zm00001eb350490",5,"C5",0.208056556473496
"Zm00001eb177880",5,"C5",0.20793801864038
"Zm00001eb054370",5,"C5",0.207531442386233
"Zm00001eb339500",5,"C5",0.207527609176791
"Zm00001eb139660",5,"C5",0.207237589549315
"Zm00001eb158750",5,"C5",0.207115579220813
"Zm00001eb371150",5,"C5",0.205981283744507
"Zm00001eb234980",5,"C5",0.205758146944499
"Zm00001eb004550",5,"C5",0.205509013489454
"Zm00001eb388430",5,"C5",0.205052636743478
"Zm00001eb257430",5,"C5",0.204987256485509
"Zm00001eb072890",5,"C5",0.204798977832482
"Zm00001eb139880",5,"C5",0.204066019661574
"Zm00001eb123150",5,"C5",0.203800262284495
"Zm00001eb008450",5,"C5",0.203633457209358
"Zm00001eb183910",5,"C5",0.203457758131128
"Zm00001eb188340",5,"C5",0.203232109671348
"Zm00001eb418020",5,"C5",0.202284581814545
"Zm00001eb274400",5,"C5",0.202153387729601
"Zm00001eb036720",5,"C5",0.202040642330633
"Zm00001eb343620",5,"C5",0.201619647954435
"Zm00001eb342430",5,"C5",0.201607099412818
"Zm00001eb164740",5,"C5",0.201446356912272
"Zm00001eb056200",5,"C5",0.201443556901193
"Zm00001eb229790",5,"C5",0.200906169631451
"Zm00001eb325110",5,"C5",0.200126168493185
"Zm00001eb314120",5,"C5",0.200095609270236
"Zm00001eb228790",5,"C5",0.199769725126141
"Zm00001eb315990",5,"C5",0.199765369312921
"Zm00001eb335690",5,"C5",0.199549756616397
"Zm00001eb240010",5,"C5",0.199371930196194
"Zm00001eb426690",5,"C5",0.199011658779282
"Zm00001eb153030",5,"C5",0.198937269977048
"Zm00001eb342500",5,"C5",0.198919645056387
"Zm00001eb055280",5,"C5",0.198790102172295
"Zm00001eb256240",5,"C5",0.19841924067483
"Zm00001eb134890",5,"C5",0.198400970407946
"Zm00001eb348810",5,"C5",0.197884644998594
"Zm00001eb131590",5,"C5",0.197279860589053
"Zm00001eb390640",5,"C5",0.197196910958022
"Zm00001eb212660",5,"C5",0.197080947042733
"Zm00001eb428030",5,"C5",0.196925001547251
"Zm00001eb288640",5,"C5",0.196305682604359
"Zm00001eb297150",5,"C5",0.195812397421793
"Zm00001eb162630",5,"C5",0.195729171210846
"Zm00001eb346830",5,"C5",0.195725839430955
"Zm00001eb251980",5,"C5",0.195693312451198
"Zm00001eb155680",5,"C5",0.195169294348266
"Zm00001eb070780",5,"C5",0.194949231857348
"Zm00001eb376730",5,"C5",0.19487939838471
"Zm00001eb228780",5,"C5",0.194543507868035
"Zm00001eb187120",5,"C5",0.194482008170592
"Zm00001eb272360",5,"C5",0.192740274763078
"Zm00001eb289880",5,"C5",0.19161586565804
"Zm00001eb198310",5,"C5",0.191275204236517
"Zm00001eb086640",5,"C5",0.190354527160755
"Zm00001eb265260",5,"C5",0.190217151484288
"Zm00001eb149650",5,"C5",0.190063452664229
"Zm00001eb367780",5,"C5",0.189889594315114
"Zm00001eb347080",5,"C5",0.189884007289054
"Zm00001eb191920",5,"C5",0.189271892542747
"Zm00001eb428840",5,"C5",0.188966107844795
"Zm00001eb247860",5,"C5",0.18848984958395
"Zm00001eb136530",5,"C5",0.188432652271957
"Zm00001eb297990",5,"C5",0.188019689452702
"Zm00001eb318410",5,"C5",0.187406063805862
"Zm00001eb151480",5,"C5",0.187050467533582
"Zm00001eb024180",5,"C5",0.187018621092282
"Zm00001eb140930",5,"C5",0.186813003856866
"Zm00001eb249150",5,"C5",0.186804431686043
"Zm00001eb418860",5,"C5",0.186416825912538
"Zm00001eb422090",5,"C5",0.18591696138379
"Zm00001eb363200",5,"C5",0.184317962855149
"Zm00001eb386530",5,"C5",0.18413072687327
"Zm00001eb399310",5,"C5",0.183923740524283
"Zm00001eb149010",5,"C5",0.183882529082331
"Zm00001eb419810",5,"C5",0.183835442418344
"Zm00001eb230930",5,"C5",0.183799867240204
"Zm00001eb007310",5,"C5",0.183576933370543
"Zm00001eb010620",5,"C5",0.182584689312327
"Zm00001eb030880",5,"C5",0.182499853400249
"Zm00001eb082660",5,"C5",0.182433486601074
"Zm00001eb205140",5,"C5",0.181993204609424
"Zm00001eb395180",5,"C5",0.181486365784492
"Zm00001eb432760",5,"C5",0.181391483349716
"Zm00001eb375480",5,"C5",0.181026784986472
"Zm00001eb221600",5,"C5",0.180977165399219
"Zm00001eb291350",5,"C5",0.17933516808864
"Zm00001eb392270",5,"C5",0.17927065828786
"Zm00001eb399860",5,"C5",0.177949498900967
"Zm00001eb189290",5,"C5",0.177783165277465
"Zm00001eb009490",5,"C5",0.177385210925745
"Zm00001eb315100",5,"C5",0.177340136659503
"Zm00001eb131550",5,"C5",0.177016543303924
"Zm00001eb325480",5,"C5",0.176748661465893
