"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb222190",2,"C2"
"Zm00001eb236650",2,"C2"
"Zm00001eb245810",2,"C2"
"Zm00001eb248950",6,"C1"
"Zm00001eb221310",6,"C1"
"Zm00001eb250640",6,"C1"
"Zm00001eb223320",7,"C6"
"Zm00001eb222060",2,"C2"
"Zm00001eb239790",2,"C2"
"Zm00001eb255290",7,"C6"
"Zm00001eb216620",6,"C1"
"Zm00001eb215110",2,"C2"
"Zm00001eb216160",3,"C4"
"Zm00001eb253840",2,"C2"
"Zm00001eb214620",3,"C4"
"Zm00001eb244240",2,"C2"
"Zm00001eb250380",3,"C4"
"Zm00001eb252650",6,"C1"
"Zm00001eb214730",3,"C4"
"Zm00001eb221920",6,"C1"
"Zm00001eb234930",7,"C6"
"Zm00001eb255520",2,"C2"
"Zm00001eb224150",2,"C2"
"Zm00001eb238540",1,"C7"
"Zm00001eb241190",6,"C1"
"Zm00001eb256880",3,"C4"
"Zm00001eb212590",2,"C2"
"Zm00001eb242060",2,"C2"
"Zm00001eb244530",6,"C1"
"Zm00001eb244170",6,"C1"
"Zm00001eb218870",2,"C2"
"Zm00001eb237240",5,"C5"
"Zm00001eb253220",3,"C4"
"Zm00001eb228320",2,"C2"
"Zm00001eb234690",7,"C6"
"Zm00001eb228090",6,"C1"
"Zm00001eb242380",6,"C1"
"Zm00001eb234200",3,"C4"
"Zm00001eb247190",2,"C2"
"Zm00001eb240810",7,"C6"
"Zm00001eb213160",6,"C1"
"Zm00001eb221190",2,"C2"
"Zm00001eb228580",2,"C2"
"Zm00001eb257610",5,"C5"
"Zm00001eb259030",2,"C2"
"Zm00001eb247530",4,"C3"
"Zm00001eb249100",7,"C6"
"Zm00001eb240920",3,"C4"
"Zm00001eb217000",2,"C2"
"Zm00001eb241860",2,"C2"
"Zm00001eb237510",6,"C1"
"Zm00001eb219270",7,"C6"
"Zm00001eb248190",6,"C1"
"Zm00001eb228650",6,"C1"
"Zm00001eb251700",2,"C2"
"Zm00001eb228180",2,"C2"
"Zm00001eb215310",7,"C6"
"Zm00001eb229900",2,"C2"
"Zm00001eb237180",6,"C1"
"Zm00001eb235930",3,"C4"
"Zm00001eb234270",3,"C4"
"Zm00001eb225470",2,"C2"
"Zm00001eb252440",3,"C4"
"Zm00001eb212230",2,"C2"
"Zm00001eb211090",2,"C2"
"Zm00001eb239610",2,"C2"
"Zm00001eb237050",6,"C1"
"Zm00001eb210500",3,"C4"
"Zm00001eb218420",2,"C2"
"Zm00001eb257410",2,"C2"
"Zm00001eb239680",2,"C2"
"Zm00001eb219700",3,"C4"
"Zm00001eb237210",2,"C2"
"Zm00001eb246290",3,"C4"
"Zm00001eb215750",2,"C2"
"Zm00001eb226920",2,"C2"
"Zm00001eb213630",6,"C1"
"Zm00001eb224850",2,"C2"
"Zm00001eb223540",5,"C5"
"Zm00001eb251860",3,"C4"
"Zm00001eb233120",2,"C2"
"Zm00001eb247420",6,"C1"
"Zm00001eb222140",7,"C6"
"Zm00001eb243180",7,"C6"
"Zm00001eb222480",6,"C1"
"Zm00001eb218270",3,"C4"
"Zm00001eb218130",2,"C2"
"Zm00001eb224680",7,"C6"
"Zm00001eb234790",3,"C4"
"Zm00001eb210830",2,"C2"
"Zm00001eb238320",2,"C2"
"Zm00001eb218460",2,"C2"
"Zm00001eb210360",2,"C2"
"Zm00001eb222420",7,"C6"
"Zm00001eb243130",2,"C2"
"Zm00001eb236130",2,"C2"
"Zm00001eb253820",5,"C5"
"Zm00001eb235840",6,"C1"
"Zm00001eb210280",2,"C2"
"Zm00001eb229390",7,"C6"
"Zm00001eb255980",2,"C2"
"Zm00001eb224070",3,"C4"
"Zm00001eb240650",2,"C2"
"Zm00001eb221410",6,"C1"
"Zm00001eb252260",6,"C1"
"Zm00001eb258220",6,"C1"
"Zm00001eb248730",2,"C2"
"Zm00001eb242300",5,"C5"
"Zm00001eb248670",3,"C4"
"Zm00001eb255700",3,"C4"
"Zm00001eb237160",5,"C5"
"Zm00001eb220460",6,"C1"
"Zm00001eb226550",5,"C5"
"Zm00001eb221900",2,"C2"
"Zm00001eb233930",6,"C1"
"Zm00001eb247840",2,"C2"
"Zm00001eb210240",2,"C2"
"Zm00001eb228990",6,"C1"
"Zm00001eb218500",5,"C5"
"Zm00001eb255050",7,"C6"
"Zm00001eb254580",6,"C1"
"Zm00001eb243810",7,"C6"
"Zm00001eb244780",6,"C1"
"Zm00001eb249120",3,"C4"
"Zm00001eb225060",7,"C6"
"Zm00001eb213990",6,"C1"
"Zm00001eb224430",1,"C7"
"Zm00001eb251510",7,"C6"
"Zm00001eb219200",5,"C5"
"Zm00001eb210180",2,"C2"
"Zm00001eb211020",3,"C4"
"Zm00001eb240170",2,"C2"
"Zm00001eb213000",6,"C1"
"Zm00001eb234410",2,"C2"
"Zm00001eb216800",2,"C2"
"Zm00001eb257820",2,"C2"
"Zm00001eb219790",1,"C7"
"Zm00001eb221710",5,"C5"
"Zm00001eb220610",3,"C4"
"Zm00001eb214560",7,"C6"
"Zm00001eb248460",3,"C4"
"Zm00001eb257680",7,"C6"
"Zm00001eb227810",2,"C2"
"Zm00001eb216830",2,"C2"
"Zm00001eb227500",6,"C1"
"Zm00001eb210410",3,"C4"
"Zm00001eb251350",2,"C2"
"Zm00001eb213780",2,"C2"
"Zm00001eb254990",3,"C4"
"Zm00001eb255680",2,"C2"
"Zm00001eb228080",2,"C2"
"Zm00001eb230470",2,"C2"
"Zm00001eb229190",1,"C7"
"Zm00001eb239180",2,"C2"
"Zm00001eb235630",2,"C2"
"Zm00001eb227410",2,"C2"
"Zm00001eb213150",2,"C2"
"Zm00001eb229320",2,"C2"
"Zm00001eb257930",7,"C6"
"Zm00001eb229940",3,"C4"
"Zm00001eb257050",2,"C2"
"Zm00001eb216980",2,"C2"
"Zm00001eb221000",1,"C7"
"Zm00001eb245610",1,"C7"
"Zm00001eb217800",3,"C4"
"Zm00001eb212120",7,"C6"
"Zm00001eb258960",6,"C1"
"Zm00001eb241980",2,"C2"
"Zm00001eb257530",3,"C4"
"Zm00001eb245000",7,"C6"
"Zm00001eb228050",5,"C5"
"Zm00001eb235970",2,"C2"
"Zm00001eb223170",2,"C2"
"Zm00001eb210790",3,"C4"
"Zm00001eb230540",2,"C2"
"Zm00001eb242050",6,"C1"
"Zm00001eb228610",2,"C2"
"Zm00001eb213770",2,"C2"
"Zm00001eb255490",2,"C2"
"Zm00001eb249570",2,"C2"
"Zm00001eb259410",2,"C2"
"Zm00001eb216010",2,"C2"
"Zm00001eb216480",2,"C2"
"Zm00001eb242770",2,"C2"
"Zm00001eb248650",2,"C2"
"Zm00001eb216290",2,"C2"
"Zm00001eb251070",7,"C6"
"Zm00001eb220000",2,"C2"
"Zm00001eb252630",6,"C1"
"Zm00001eb243950",3,"C4"
"Zm00001eb241790",7,"C6"
"Zm00001eb226270",2,"C2"
"Zm00001eb211400",3,"C4"
"Zm00001eb238230",5,"C5"
"Zm00001eb232100",6,"C1"
"Zm00001eb234050",2,"C2"
"Zm00001eb213420",3,"C4"
"Zm00001eb229060",6,"C1"
"Zm00001eb237500",2,"C2"
"Zm00001eb254330",2,"C2"
"Zm00001eb239690",7,"C6"
"Zm00001eb217780",2,"C2"
"Zm00001eb231550",2,"C2"
"Zm00001eb255760",1,"C7"
"Zm00001eb258870",2,"C2"
"Zm00001eb223950",3,"C4"
"Zm00001eb228960",2,"C2"
"Zm00001eb242810",2,"C2"
"Zm00001eb252120",5,"C5"
"Zm00001eb249420",2,"C2"
"Zm00001eb225500",6,"C1"
"Zm00001eb226900",6,"C1"
"Zm00001eb257200",2,"C2"
"Zm00001eb239380",6,"C1"
"Zm00001eb243850",1,"C7"
"Zm00001eb216600",2,"C2"
"Zm00001eb254180",7,"C6"
"Zm00001eb224990",6,"C1"
"Zm00001eb216900",2,"C2"
"Zm00001eb237270",3,"C4"
"Zm00001eb217560",3,"C4"
"Zm00001eb256890",6,"C1"
"Zm00001eb218510",2,"C2"
"Zm00001eb228790",5,"C5"
"Zm00001eb225790",2,"C2"
"Zm00001eb246940",2,"C2"
"Zm00001eb245230",5,"C5"
"Zm00001eb237650",7,"C6"
"Zm00001eb236820",2,"C2"
"Zm00001eb227310",1,"C7"
"Zm00001eb250790",3,"C4"
"Zm00001eb244510",2,"C2"
"Zm00001eb228780",5,"C5"
"Zm00001eb248250",7,"C6"
"Zm00001eb227340",1,"C7"
"Zm00001eb245730",2,"C2"
"Zm00001eb230300",2,"C2"
"Zm00001eb255360",2,"C2"
"Zm00001eb258330",5,"C5"
"Zm00001eb246590",2,"C2"
"Zm00001eb229670",2,"C2"
"Zm00001eb258480",3,"C4"
"Zm00001eb233540",3,"C4"
"Zm00001eb227350",2,"C2"
"Zm00001eb219160",3,"C4"
"Zm00001eb231840",2,"C2"
"Zm00001eb222210",2,"C2"
"Zm00001eb216210",5,"C5"
"Zm00001eb229000",2,"C2"
"Zm00001eb238000",5,"C5"
"Zm00001eb228000",1,"C7"
"Zm00001eb214210",2,"C2"
"Zm00001eb211010",3,"C4"
"Zm00001eb232670",6,"C1"
"Zm00001eb251900",2,"C2"
"Zm00001eb223810",3,"C4"
"Zm00001eb226010",2,"C2"
"Zm00001eb228310",6,"C1"
"Zm00001eb244930",3,"C4"
"Zm00001eb228940",6,"C1"
"Zm00001eb234490",3,"C4"
"Zm00001eb255730",2,"C2"
"Zm00001eb246060",2,"C2"
"Zm00001eb217020",7,"C6"
"Zm00001eb238760",3,"C4"
"Zm00001eb212540",6,"C1"
"Zm00001eb224010",2,"C2"
"Zm00001eb252720",3,"C4"
"Zm00001eb233020",1,"C7"
"Zm00001eb233140",2,"C2"
"Zm00001eb216170",2,"C2"
"Zm00001eb251490",2,"C2"
"Zm00001eb253320",5,"C5"
"Zm00001eb249470",7,"C6"
"Zm00001eb241060",2,"C2"
"Zm00001eb221300",5,"C5"
"Zm00001eb224480",2,"C2"
"Zm00001eb228480",1,"C7"
"Zm00001eb237020",6,"C1"
"Zm00001eb215650",5,"C5"
"Zm00001eb214080",1,"C7"
"Zm00001eb227940",5,"C5"
"Zm00001eb239370",2,"C2"
"Zm00001eb222610",5,"C5"
"Zm00001eb220400",6,"C1"
"Zm00001eb231010",3,"C4"
"Zm00001eb232880",2,"C2"
"Zm00001eb256470",7,"C6"
"Zm00001eb238610",2,"C2"
"Zm00001eb213580",3,"C4"
"Zm00001eb238570",7,"C6"
"Zm00001eb257980",7,"C6"
"Zm00001eb213560",1,"C7"
"Zm00001eb243260",6,"C1"
"Zm00001eb217190",1,"C7"
"Zm00001eb257760",5,"C5"
"Zm00001eb219390",2,"C2"
"Zm00001eb213180",7,"C6"
"Zm00001eb252870",7,"C6"
"Zm00001eb229920",2,"C2"
"Zm00001eb230260",6,"C1"
"Zm00001eb227770",6,"C1"
"Zm00001eb213830",3,"C4"
"Zm00001eb218600",3,"C4"
"Zm00001eb259370",3,"C4"
"Zm00001eb217270",6,"C1"
"Zm00001eb212380",2,"C2"
"Zm00001eb214790",6,"C1"
"Zm00001eb259430",7,"C6"
"Zm00001eb258360",2,"C2"
"Zm00001eb255960",7,"C6"
"Zm00001eb229980",2,"C2"
"Zm00001eb246350",5,"C5"
"Zm00001eb226650",5,"C5"
"Zm00001eb213310",6,"C1"
"Zm00001eb231800",3,"C4"
"Zm00001eb220970",2,"C2"
"Zm00001eb233440",2,"C2"
"Zm00001eb223560",6,"C1"
"Zm00001eb248450",2,"C2"
"Zm00001eb212630",2,"C2"
"Zm00001eb214960",7,"C6"
"Zm00001eb216400",2,"C2"
"Zm00001eb214650",2,"C2"
"Zm00001eb246160",3,"C4"
"Zm00001eb216870",4,"C3"
"Zm00001eb259230",2,"C2"
"Zm00001eb226030",7,"C6"
"Zm00001eb254250",6,"C1"
"Zm00001eb215660",2,"C2"
"Zm00001eb216140",2,"C2"
"Zm00001eb230910",2,"C2"
"Zm00001eb249710",4,"C3"
"Zm00001eb247920",3,"C4"
"Zm00001eb241770",3,"C4"
"Zm00001eb210950",3,"C4"
"Zm00001eb253690",2,"C2"
"Zm00001eb242820",1,"C7"
"Zm00001eb241500",1,"C7"
"Zm00001eb247630",1,"C7"
"Zm00001eb227600",2,"C2"
"Zm00001eb237310",2,"C2"
"Zm00001eb224710",2,"C2"
"Zm00001eb244420",3,"C4"
"Zm00001eb256990",1,"C7"
"Zm00001eb222000",6,"C1"
"Zm00001eb252430",3,"C4"
"Zm00001eb241600",7,"C6"
"Zm00001eb258590",6,"C1"
"Zm00001eb257230",3,"C4"
"Zm00001eb252770",4,"C3"
"Zm00001eb242420",6,"C1"
"Zm00001eb239530",2,"C2"
"Zm00001eb259240",2,"C2"
"Zm00001eb217960",6,"C1"
"Zm00001eb243500",6,"C1"
"Zm00001eb214510",1,"C7"
"Zm00001eb210600",2,"C2"
"Zm00001eb216500",6,"C1"
"Zm00001eb215400",7,"C6"
"Zm00001eb256970",7,"C6"
"Zm00001eb218280",5,"C5"
"Zm00001eb234530",1,"C7"
"Zm00001eb233610",2,"C2"
"Zm00001eb259350",3,"C4"
"Zm00001eb257910",7,"C6"
"Zm00001eb255650",2,"C2"
"Zm00001eb248760",6,"C1"
"Zm00001eb246980",6,"C1"
"Zm00001eb234170",6,"C1"
"Zm00001eb234030",2,"C2"
"Zm00001eb230310",3,"C4"
"Zm00001eb231360",3,"C4"
"Zm00001eb254050",5,"C5"
"Zm00001eb259260",2,"C2"
"Zm00001eb226070",6,"C1"
"Zm00001eb216990",2,"C2"
"Zm00001eb220590",7,"C6"
"Zm00001eb231460",5,"C5"
"Zm00001eb258270",5,"C5"
"Zm00001eb235460",6,"C1"
"Zm00001eb235000",2,"C2"
"Zm00001eb218850",4,"C3"
"Zm00001eb248600",2,"C2"
"Zm00001eb248360",7,"C6"
"Zm00001eb225860",6,"C1"
"Zm00001eb255160",6,"C1"
"Zm00001eb228910",7,"C6"
"Zm00001eb213950",7,"C6"
"Zm00001eb258050",5,"C5"
"Zm00001eb227180",2,"C2"
"Zm00001eb224620",5,"C5"
"Zm00001eb226990",3,"C4"
"Zm00001eb248200",2,"C2"
"Zm00001eb259620",5,"C5"
"Zm00001eb235700",2,"C2"
"Zm00001eb211870",2,"C2"
"Zm00001eb258710",3,"C4"
"Zm00001eb224740",3,"C4"
"Zm00001eb219030",2,"C2"
"Zm00001eb211270",2,"C2"
"Zm00001eb253180",2,"C2"
"Zm00001eb230950",2,"C2"
"Zm00001eb227690",2,"C2"
"Zm00001eb217320",2,"C2"
"Zm00001eb212210",6,"C1"
"Zm00001eb230060",2,"C2"
"Zm00001eb252910",2,"C2"
"Zm00001eb219310",2,"C2"
"Zm00001eb258740",7,"C6"
"Zm00001eb238930",2,"C2"
"Zm00001eb212800",6,"C1"
"Zm00001eb224360",6,"C1"
"Zm00001eb236980",6,"C1"
"Zm00001eb211650",2,"C2"
"Zm00001eb213260",7,"C6"
"Zm00001eb252680",6,"C1"
"Zm00001eb233640",2,"C2"
"Zm00001eb246530",7,"C6"
"Zm00001eb244590",6,"C1"
"Zm00001eb219820",2,"C2"
"Zm00001eb224180",7,"C6"
"Zm00001eb220040",2,"C2"
"Zm00001eb236430",1,"C7"
"Zm00001eb239990",3,"C4"
"Zm00001eb226230",2,"C2"
"Zm00001eb257330",2,"C2"
"Zm00001eb229790",5,"C5"
"Zm00001eb220880",3,"C4"
"Zm00001eb251010",7,"C6"
"Zm00001eb251200",4,"C3"
"Zm00001eb251180",3,"C4"
"Zm00001eb223980",4,"C3"
"Zm00001eb235580",2,"C2"
"Zm00001eb245710",2,"C2"
"Zm00001eb214090",2,"C2"
"Zm00001eb234060",3,"C4"
"Zm00001eb257440",1,"C7"
"Zm00001eb212430",3,"C4"
"Zm00001eb233910",3,"C4"
"Zm00001eb246850",3,"C4"
"Zm00001eb238340",2,"C2"
"Zm00001eb233280",2,"C2"
"Zm00001eb235270",3,"C4"
"Zm00001eb212740",3,"C4"
"Zm00001eb258880",5,"C5"
"Zm00001eb213570",3,"C4"
"Zm00001eb219900",2,"C2"
"Zm00001eb228550",2,"C2"
"Zm00001eb254190",3,"C4"
"Zm00001eb249390",5,"C5"
"Zm00001eb252760",2,"C2"
"Zm00001eb223330",3,"C4"
"Zm00001eb250080",3,"C4"
"Zm00001eb257810",2,"C2"
"Zm00001eb252620",5,"C5"
"Zm00001eb240730",2,"C2"
"Zm00001eb255670",2,"C2"
"Zm00001eb249850",2,"C2"
"Zm00001eb238250",6,"C1"
"Zm00001eb226110",2,"C2"
"Zm00001eb226490",1,"C7"
"Zm00001eb219850",2,"C2"
"Zm00001eb231630",2,"C2"
"Zm00001eb256170",2,"C2"
"Zm00001eb249250",7,"C6"
"Zm00001eb225380",3,"C4"
"Zm00001eb220600",7,"C6"
"Zm00001eb225110",3,"C4"
"Zm00001eb227760",1,"C7"
"Zm00001eb243460",3,"C4"
"Zm00001eb230080",2,"C2"
"Zm00001eb211200",2,"C2"
"Zm00001eb232910",2,"C2"
"Zm00001eb254080",4,"C3"
"Zm00001eb246710",7,"C6"
"Zm00001eb236680",3,"C4"
"Zm00001eb248150",1,"C7"
"Zm00001eb226850",2,"C2"
"Zm00001eb251980",5,"C5"
"Zm00001eb237880",4,"C3"
"Zm00001eb213920",2,"C2"
"Zm00001eb243060",3,"C4"
"Zm00001eb256920",6,"C1"
"Zm00001eb215800",2,"C2"
"Zm00001eb238460",1,"C7"
"Zm00001eb232290",2,"C2"
"Zm00001eb216450",2,"C2"
"Zm00001eb258380",3,"C4"
"Zm00001eb254510",1,"C7"
"Zm00001eb233630",3,"C4"
"Zm00001eb250370",3,"C4"
"Zm00001eb246580",6,"C1"
"Zm00001eb232020",2,"C2"
"Zm00001eb217130",2,"C2"
"Zm00001eb239210",2,"C2"
"Zm00001eb217570",2,"C2"
"Zm00001eb255450",2,"C2"
"Zm00001eb216020",3,"C4"
"Zm00001eb233380",6,"C1"
"Zm00001eb257060",2,"C2"
"Zm00001eb252930",6,"C1"
"Zm00001eb251520",1,"C7"
"Zm00001eb241970",2,"C2"
"Zm00001eb250910",2,"C2"
"Zm00001eb236160",3,"C4"
"Zm00001eb254360",2,"C2"
"Zm00001eb238170",7,"C6"
"Zm00001eb212660",5,"C5"
"Zm00001eb214320",3,"C4"
"Zm00001eb251090",3,"C4"
"Zm00001eb243000",2,"C2"
"Zm00001eb252090",2,"C2"
"Zm00001eb244770",7,"C6"
"Zm00001eb216320",2,"C2"
"Zm00001eb249490",6,"C1"
"Zm00001eb232600",3,"C4"
"Zm00001eb230930",5,"C5"
"Zm00001eb259220",6,"C1"
"Zm00001eb258680",6,"C1"
"Zm00001eb222280",6,"C1"
"Zm00001eb241960",3,"C4"
"Zm00001eb211340",2,"C2"
"Zm00001eb222570",5,"C5"
"Zm00001eb213060",2,"C2"
"Zm00001eb225760",6,"C1"
"Zm00001eb230240",2,"C2"
"Zm00001eb243610",2,"C2"
"Zm00001eb211510",3,"C4"
"Zm00001eb252020",2,"C2"
"Zm00001eb242920",6,"C1"
"Zm00001eb232860",2,"C2"
"Zm00001eb256110",3,"C4"
"Zm00001eb246090",1,"C7"
"Zm00001eb245020",6,"C1"
"Zm00001eb240870",2,"C2"
"Zm00001eb212020",2,"C2"
"Zm00001eb239090",3,"C4"
"Zm00001eb221860",3,"C4"
"Zm00001eb219250",3,"C4"
"Zm00001eb242020",2,"C2"
"Zm00001eb225010",3,"C4"
"Zm00001eb233800",2,"C2"
"Zm00001eb228800",2,"C2"
"Zm00001eb242710",2,"C2"
"Zm00001eb226780",3,"C4"
"Zm00001eb219890",6,"C1"
"Zm00001eb250120",5,"C5"
"Zm00001eb219500",2,"C2"
"Zm00001eb257670",7,"C6"
"Zm00001eb257120",2,"C2"
"Zm00001eb243350",7,"C6"
"Zm00001eb245910",2,"C2"
"Zm00001eb227470",6,"C1"
"Zm00001eb257720",3,"C4"
"Zm00001eb248270",3,"C4"
"Zm00001eb216890",2,"C2"
"Zm00001eb245370",3,"C4"
"Zm00001eb237640",2,"C2"
"Zm00001eb258780",3,"C4"
"Zm00001eb240120",7,"C6"
"Zm00001eb235510",7,"C6"
"Zm00001eb229180",5,"C5"
"Zm00001eb259450",5,"C5"
"Zm00001eb228440",4,"C3"
"Zm00001eb218560",2,"C2"
"Zm00001eb234090",3,"C4"
"Zm00001eb246420",6,"C1"
"Zm00001eb212160",2,"C2"
"Zm00001eb231850",6,"C1"
"Zm00001eb259390",6,"C1"
"Zm00001eb216220",3,"C4"
"Zm00001eb228290",3,"C4"
"Zm00001eb254390",7,"C6"
"Zm00001eb210930",2,"C2"
"Zm00001eb233730",2,"C2"
"Zm00001eb251590",2,"C2"
"Zm00001eb227980",3,"C4"
"Zm00001eb215910",2,"C2"
"Zm00001eb218450",3,"C4"
"Zm00001eb232850",6,"C1"
"Zm00001eb226040",2,"C2"
"Zm00001eb252230",2,"C2"
"Zm00001eb225770",7,"C6"
"Zm00001eb232560",3,"C4"
"Zm00001eb234870",6,"C1"
"Zm00001eb235810",7,"C6"
"Zm00001eb249240",3,"C4"
"Zm00001eb243880",2,"C2"
"Zm00001eb224870",7,"C6"
"Zm00001eb256690",3,"C4"
"Zm00001eb225230",7,"C6"
"Zm00001eb211110",2,"C2"
"Zm00001eb244500",2,"C2"
"Zm00001eb218400",7,"C6"
"Zm00001eb257430",5,"C5"
"Zm00001eb215780",2,"C2"
"Zm00001eb229850",2,"C2"
"Zm00001eb210810",3,"C4"
"Zm00001eb246330",2,"C2"
"Zm00001eb251930",7,"C6"
"Zm00001eb253330",3,"C4"
"Zm00001eb249970",6,"C1"
"Zm00001eb229650",3,"C4"
"Zm00001eb227610",3,"C4"
"Zm00001eb240720",3,"C4"
"Zm00001eb227820",2,"C2"
"Zm00001eb217390",1,"C7"
"Zm00001eb232980",6,"C1"
"Zm00001eb242230",2,"C2"
"Zm00001eb225610",2,"C2"
"Zm00001eb212040",2,"C2"
"Zm00001eb218720",2,"C2"
"Zm00001eb242410",5,"C5"
"Zm00001eb246820",1,"C7"
"Zm00001eb211470",3,"C4"
"Zm00001eb235710",3,"C4"
"Zm00001eb240350",2,"C2"
"Zm00001eb216510",6,"C1"
"Zm00001eb230920",5,"C5"
"Zm00001eb247440",6,"C1"
"Zm00001eb254270",2,"C2"
"Zm00001eb210590",2,"C2"
"Zm00001eb211640",2,"C2"
"Zm00001eb251960",5,"C5"
"Zm00001eb217880",2,"C2"
"Zm00001eb223970",6,"C1"
"Zm00001eb258540",6,"C1"
"Zm00001eb257890",6,"C1"
"Zm00001eb219860",2,"C2"
"Zm00001eb259340",5,"C5"
"Zm00001eb252780",6,"C1"
"Zm00001eb211000",2,"C2"
"Zm00001eb220140",2,"C2"
"Zm00001eb214850",2,"C2"
"Zm00001eb236440",6,"C1"
"Zm00001eb219090",2,"C2"
"Zm00001eb246700",6,"C1"
"Zm00001eb242080",2,"C2"
"Zm00001eb220530",2,"C2"
"Zm00001eb227910",6,"C1"
"Zm00001eb239520",1,"C7"
"Zm00001eb225820",1,"C7"
"Zm00001eb253530",2,"C2"
"Zm00001eb233390",2,"C2"
"Zm00001eb231310",2,"C2"
"Zm00001eb233170",7,"C6"
"Zm00001eb219170",7,"C6"
"Zm00001eb213320",2,"C2"
"Zm00001eb251610",3,"C4"
"Zm00001eb248290",2,"C2"
"Zm00001eb246020",3,"C4"
"Zm00001eb229020",7,"C6"
"Zm00001eb258940",7,"C6"
"Zm00001eb216720",6,"C1"
"Zm00001eb223220",2,"C2"
"Zm00001eb244860",5,"C5"
"Zm00001eb222830",2,"C2"
"Zm00001eb226560",2,"C2"
"Zm00001eb253620",2,"C2"
"Zm00001eb232250",3,"C4"
"Zm00001eb216860",6,"C1"
"Zm00001eb228900",2,"C2"
"Zm00001eb215620",2,"C2"
"Zm00001eb247000",7,"C6"
"Zm00001eb225360",2,"C2"
"Zm00001eb243830",2,"C2"
"Zm00001eb231570",7,"C6"
"Zm00001eb223680",7,"C6"
"Zm00001eb229100",3,"C4"
"Zm00001eb218200",3,"C4"
"Zm00001eb215190",2,"C2"
"Zm00001eb214800",3,"C4"
"Zm00001eb244150",2,"C2"
"Zm00001eb250330",6,"C1"
"Zm00001eb220020",2,"C2"
"Zm00001eb214130",3,"C4"
"Zm00001eb214310",2,"C2"
"Zm00001eb215170",2,"C2"
"Zm00001eb217930",2,"C2"
"Zm00001eb254860",2,"C2"
"Zm00001eb251920",2,"C2"
"Zm00001eb238660",2,"C2"
"Zm00001eb248620",2,"C2"
"Zm00001eb241550",2,"C2"
"Zm00001eb232780",2,"C2"
"Zm00001eb252040",6,"C1"
"Zm00001eb240760",2,"C2"
"Zm00001eb250700",7,"C6"
"Zm00001eb219680",7,"C6"
"Zm00001eb259630",6,"C1"
"Zm00001eb229530",2,"C2"
"Zm00001eb212370",2,"C2"
"Zm00001eb247510",2,"C2"
"Zm00001eb241620",7,"C6"
"Zm00001eb222030",2,"C2"
"Zm00001eb241880",3,"C4"
"Zm00001eb228670",6,"C1"
"Zm00001eb218610",2,"C2"
"Zm00001eb249380",6,"C1"
"Zm00001eb237260",3,"C4"
"Zm00001eb233890",2,"C2"
"Zm00001eb240410",3,"C4"
"Zm00001eb243270",2,"C2"
"Zm00001eb220930",3,"C4"
"Zm00001eb217420",2,"C2"
"Zm00001eb251290",2,"C2"
"Zm00001eb246370",5,"C5"
"Zm00001eb233840",2,"C2"
"Zm00001eb239070",2,"C2"
"Zm00001eb213750",5,"C5"
"Zm00001eb217350",7,"C6"
"Zm00001eb247160",2,"C2"
"Zm00001eb212080",1,"C7"
"Zm00001eb233320",2,"C2"
"Zm00001eb220790",7,"C6"
"Zm00001eb229550",3,"C4"
"Zm00001eb248440",6,"C1"
"Zm00001eb251400",2,"C2"
"Zm00001eb232210",2,"C2"
"Zm00001eb210890",2,"C2"
"Zm00001eb223100",2,"C2"
"Zm00001eb226160",2,"C2"
"Zm00001eb227460",5,"C5"
"Zm00001eb215350",2,"C2"
"Zm00001eb248340",2,"C2"
"Zm00001eb216130",2,"C2"
"Zm00001eb227200",2,"C2"
"Zm00001eb217310",2,"C2"
"Zm00001eb217360",6,"C1"
"Zm00001eb215870",2,"C2"
"Zm00001eb258460",5,"C5"
"Zm00001eb253130",7,"C6"
"Zm00001eb231790",2,"C2"
"Zm00001eb242610",6,"C1"
"Zm00001eb226770",3,"C4"
"Zm00001eb211860",3,"C4"
"Zm00001eb250210",7,"C6"
"Zm00001eb225200",5,"C5"
"Zm00001eb254800",2,"C2"
"Zm00001eb212510",5,"C5"
"Zm00001eb256020",7,"C6"
"Zm00001eb243140",7,"C6"
"Zm00001eb237460",2,"C2"
"Zm00001eb214540",1,"C7"
"Zm00001eb257860",6,"C1"
"Zm00001eb255990",2,"C2"
"Zm00001eb243360",6,"C1"
"Zm00001eb244680",2,"C2"
"Zm00001eb242010",2,"C2"
"Zm00001eb258070",3,"C4"
"Zm00001eb222640",3,"C4"
"Zm00001eb245200",2,"C2"
"Zm00001eb232450",6,"C1"
"Zm00001eb232700",2,"C2"
"Zm00001eb240440",3,"C4"
"Zm00001eb228280",2,"C2"
"Zm00001eb216090",2,"C2"
"Zm00001eb241000",2,"C2"
"Zm00001eb219300",7,"C6"
"Zm00001eb216230",3,"C4"
"Zm00001eb236840",3,"C4"
"Zm00001eb250570",2,"C2"
"Zm00001eb215950",6,"C1"
"Zm00001eb240130",5,"C5"
"Zm00001eb255370",3,"C4"
"Zm00001eb214280",4,"C3"
"Zm00001eb255540",2,"C2"
"Zm00001eb256570",2,"C2"
"Zm00001eb229990",2,"C2"
"Zm00001eb222930",2,"C2"
"Zm00001eb244910",5,"C5"
"Zm00001eb240630",6,"C1"
"Zm00001eb218300",6,"C1"
"Zm00001eb259290",2,"C2"
"Zm00001eb222240",2,"C2"
