Gene ID	SAM	P1_P2	P3	P4	P5
Zm00001eb060810	0.097473822	0.06125784	0.081061123	0.080395438	0.079582152
Zm00001eb062820	0.159801698	0.16990084	0.187855516	0.184019629	0.198036414
Zm00001eb063940	0.086643398	0.108263349	0.113128065	0.102943103	0.113447655
Zm00001eb064880	0.010830425	0.092000174	0.126797884	0.142480041	0.082221856
Zm00001eb065440	0	0.012174879	0.006895298	0.003546518	0.006001989
Zm00001eb066640	0.769748577	0.947104426	1.231607174	1.302746308	1.260103503
Zm00001eb068520	0.075812973	0.191752534	0.250323952	0.246078622	0.220249344
Zm00001eb069700	0.010830425	0.011971454	0.068346671	0.057830509	0.065194912
Zm00001eb071780	0.021660849	0.055272113	0.04364486	0.03513808	0.036244432
Zm00001eb074320	0	0.005985727	0.00240955	0.001970288	0.001108326
Zm00001eb074460	0.179622187	0.249485253	0.292166883	0.284558961	0.291534866
Zm00001eb074830	0	0.014365745	0.035279675	0.048967425	0.066211239
Zm00001eb074930	0.032491274	0.005985727	0.01700333	0.02896708	0.058261011
Zm00001eb075170	0.064982548	0.072642423	0.119629623	0.08924366	0.090080445
Zm00001eb075250	0	0.005985727	0.007698482	0.01921223	0.060870273
Zm00001eb075300	0	0.002394291	0.005622283	0.008899774	0.006871622
Zm00001eb075510	0	0.017460321	0.028247896	0.019933385	0.012764584
Zm00001eb080700	0	0.001197145	0.000803183	0.00157623	0.006206626
Zm00001eb082700	0	0.001197145	0	0.000788115	0.000886661
Zm00001eb086370	0	0.002394291	0.0048191	0.003777027	0.005763296
Zm00001eb093560	0.038826666	0.04659866	0.054419594	0.047227646	0.039883075
Zm00001eb095110	0.043321699	0.035417501	0.042160579	0.038618279	0.0435728
Zm00001eb095690	0.010830425	0.007182872	0.003212733	0.011264119	0.012764584
Zm00001eb098330	0	0.003591436	0.001606367	0.002988912	0.009033942
Zm00001eb099470	0.114639639	0.298226124	0.345456676	0.289055252	0.222963948
Zm00001eb099550	0.105649575	0.173926325	0.12162973	0.116820624	0.104166714
Zm00001eb101410	0.16429673	0.222269989	0.2355176	0.199060297	0.145914715
Zm00001eb101630	0.010830425	0.027037484	0.026171697	0.024498527	0.019322542
Zm00001eb101980	0.021660849	0.013168599	0.022958964	0.026535774	0.045981036
Zm00001eb103330	0	0.007883157	0.007698482	0.020557951	0.085295809
Zm00001eb104640	0	0.009577163	0.012517581	0.020617849	0.025420502
Zm00001eb105770	0	0.008380018	0.017806513	0.037502425	0.040456072
Zm00001eb106490	0.054152123	0.050280106	0.041098829	0.038618279	0.05227605
Zm00001eb106630	0.213953821	0.211515186	0.234671233	0.251488495	0.267937324
Zm00001eb107170	0.054152123	0.075623584	0.081259301	0.078529443	0.09432939
Zm00001eb108240	0	0.003591436	0.00240955	0.004565142	0.00465497
Zm00001eb109820	0.207618429	0.237868096	0.253081248	0.241178549	0.245820439
Zm00001eb110370	0.110144607	0.146572002	0.163077613	0.130999633	0.139428099
Zm00001eb113220	0.027996242	0.016760035	0.017336681	0.024892584	0.033438117
Zm00001eb117560	0.064982548	0.132002832	0.140437605	0.110648983	0.096265711
Zm00001eb118010	0.021660849	0.013168599	0.019746231	0.026862872	0.050744672
Zm00001eb118900	0.170632123	0.260124691	0.320127422	0.361926226	0.354953275
Zm00001eb120590	0.010830425	0.001197145	0	0.001182173	0.003897975
Zm00001eb121610	0	0.001197145	0.001606367	0	0.001329991
Zm00001eb122740	0.140795521	0.206656101	0.21910488	0.209239952	0.202201379
Zm00001eb123060	0	0.002394291	0.000803183	0.00315246	0.022538854
Zm00001eb127850	0.181462547	0.119737943	0.17391019	0.140471138	0.149107119
Zm00001eb128000	0.097473822	0.090488138	0.076181634	0.078126432	0.076537866
Zm00001eb128310	0	0	0.001606367	0.005122748	0.005006301
Zm00001eb129490	0	0.001197145	0.00240955	0.003864662	0.010418266
Zm00001eb129520	0.032491274	0.068035811	0.069089465	0.086938571	0.116847263
Zm00001eb130510	0.038826666	0.021051757	0.033066996	0.035733018	0.048210743
Zm00001eb130740	0	0.004788582	0.005622283	0.008111659	0.010769597
Zm00001eb131420	0	0	0.000803183	0.000394058	0.002346318
Zm00001eb134520	0.043321699	0.075422109	0.13736266	0.138679807	0.134698879
Zm00001eb135200	0	0	0.000803183	0.000788115	0.001551657
Zm00001eb135910	0	0.004788582	0.001606367	0.002988912	0.006871622
Zm00001eb136130	0.274441337	0.380952213	0.526457647	0.533754501	0.46479329
Zm00001eb136350	0.075812973	0.068847562	0.088032513	0.092120575	0.087123103
Zm00001eb136460	0.032491274	0.07831326	0.101278494	0.094001978	0.107746998
Zm00001eb136720	0.082148365	0.168122568	0.369955217	0.399058607	0.304770211
Zm00001eb138040	0.021660849	0.018657466	0.021019247	0.02236469	0.020246869
Zm00001eb139970	0	0.029909129	0.006561947	0.00321942	0.004065307
Zm00001eb143080	0.07131794	0.109034139	0.110794607	0.108989136	0.095621715
Zm00001eb143430	0.136300489	0.115446222	0.138982114	0.138821527	0.148019071
Zm00001eb143520	0.07131794	0.121138513	0.215057629	0.250201935	0.279972466
Zm00001eb144450	0	0.018160606	0.019549361	0.026074757	0.038553084
Zm00001eb145340	0	0.001197145	0.00240955	0.002988912	0.007038955
Zm00001eb146650	0	0.018160606	0.017670032	0.01756904	0.01387291
Zm00001eb149570	0	0.002394291	0	0.002288432	0.000886661
Zm00001eb149820	0.09297879	0.151473998	0.159441042	0.150584638	0.176513599
Zm00001eb150010	0.108304247	0.123329379	0.114204211	0.12545962	0.115203588
Zm00001eb150140	0	0.009577163	0.006425466	0.00788115	0.01289425
Zm00001eb153330	0.049657091	0.056175823	0.071832366	0.055108797	0.058871674
Zm00001eb153470	0	0.004788582	0.0048191	0.014647089	0.015018903
Zm00001eb155410	0.010830425	0.022949187	0.032400294	0.034944903	0.041807063
Zm00001eb157620	0.054152123	0.143248751	0.151955133	0.155476235	0.10892199
Zm00001eb160100	0.049657091	0.065549561	0.060981541	0.077607407	0.068093226
Zm00001eb163680	0	0.001197145	0.000803183	0.00157623	0.008331279
Zm00001eb169140	0.489227104	0.61335719	0.588644154	0.670049921	0.729997151
Zm00001eb169920	0.147130913	0.151564008	0.159061696	0.13909643	0.141402808
Zm00001eb171050	0.017165817	0.033430061	0.030324095	0.04351758	0.061033994
Zm00001eb174220	0	0.001197145	0	0.000394058	0.001329991
Zm00001eb175150	0	0.013168599	0.011714398	0.011033611	0.005541631
Zm00001eb175500	0	0.004291721	0.001606367	0.000394058	0.00411964
Zm00001eb176680	0.110144607	0.106162494	0.133739177	0.125824049	0.120615914
Zm00001eb178550	0.010830425	0.006686012	0.006425466	0.003940575	0.006373959
Zm00001eb179000	0.315922676	0.290935581	0.31576376	0.333637871	0.332746486
Zm00001eb179590	0	0.04619181	0.043978211	0.03993373	0.031827794
Zm00001eb181970	0.075812973	0.083620157	0.090365971	0.094188093	0.084057457
Zm00001eb182260	0.200274622	0.271417315	0.224818957	0.205871107	0.196498173
Zm00001eb185920	0	0.005985727	0.006425466	0.006141372	0.012191588
Zm00001eb186200	0	0.001197145	0.008501665	0.016847885	0.028097152
Zm00001eb187120	0.021660849	0.099973342	0.132997691	0.136063124	0.117867202
Zm00001eb187260	0.07131794	0.114045652	0.100337522	0.106544859	0.086914132
Zm00001eb188380	0.010830425	0.005985727	0.006092115	0.009063323	0.025529168
Zm00001eb188460	0	0.029431775	0.049736975	0.079674283	0.051652333
Zm00001eb189080	0.021660849	0.035914362	0.04143218	0.035108451	0.03402778
Zm00001eb189900	0	0.024643193	0.042371844	0.051302142	0.067135566
Zm00001eb191020	0.204963757	0.202659764	0.217452519	0.26105521	0.303300819
Zm00001eb192430	0.010830425	0.039505798	0.033733698	0.047881841	0.033103453
Zm00001eb195920	0	0.002394291	0.009304848	0.003777027	0.012764584
Zm00001eb199430	0.120975032	0.170538314	0.159395047	0.140605058	0.147500046
Zm00001eb201290	0.021660849	0.007883157	0.006895298	0.007323544	0.047273722
Zm00001eb202140	0	0.002394291	0.00722865	0.009457381	0.022852519
Zm00001eb202410	0.043321699	0.092090185	0.080122767	0.077540447	0.057085298
Zm00001eb204490	0.010830425	0.020351472	0.037886096	0.039770181	0.050544006
Zm00001eb206080	0.032491274	0.049489811	0.050540158	0.050179226	0.036812392
Zm00001eb209070	0	0.007883157	0.014123948	0.016386867	0.027821153
Zm00001eb212120	0.017165817	0.01696346	0.009304848	0.018818173	0.028561482
Zm00001eb214190	0	0.023446048	0.02182243	0.032446637	0.048586686
Zm00001eb215440	0.010830425	0.011971454	0.022155781	0.014253031	0.012802251
Zm00001eb215560	0.054152123	0.1243231	0.102611899	0.107035505	0.115295588
Zm00001eb215740	0	0.002394291	0.001606367	0.006929487	0.009033942
Zm00001eb216950	0	0.033023211	0.02182243	0.023479903	0.012764584
Zm00001eb218120	0.043321699	0.055678963	0.082470619	0.061451049	0.03447111
Zm00001eb218710	0.147130913	0.167533748	0.159258566	0.152293505	0.155112719
Zm00001eb219100	0	0.013372024	0.0048191	0.002758403	0.001773322
Zm00001eb220250	0	0.003591436	0.003212733	0.009063323	0.031681462
Zm00001eb223300	0	0.001197145	0.00722865	0.01290731	0.021928192
Zm00001eb224800	0	0	0.001606367	0.00157623	0.003546644
Zm00001eb225570	0.049657091	0.040702943	0.042038493	0.04509381	0.083631153
Zm00001eb227830	0.021660849	0.005985727	0.005622283	0.009687889	0.025031505
Zm00001eb229400	0.179622187	0.174423185	0.215103359	0.242928694	0.23723055
Zm00001eb232000	0	0.001197145	0.00240955	0.002200796	0.001329991
Zm00001eb233790	0	0.001197145	0.008835016	0.005122748	0.012986249
Zm00001eb234120	0.083988725	0.11780345	0.069225946	0.077827714	0.076407858
Zm00001eb234690	0.099314182	0.083710167	0.077257779	0.073927611	0.089085118
Zm00001eb235640	0.021660849	0.003591436	0.0048191	0.007093035	0.004876635
Zm00001eb238570	0.010830425	0.029138339	0.028717728	0.045978513	0.045667371
Zm00001eb241300	0.021660849	0.051680677	0.054419594	0.047131058	0.047700025
Zm00001eb243730	0	0.003591436	0.046130501	0.040261469	0.029004812
Zm00001eb246430	0.038826666	0.039212363	0.040628997	0.036617721	0.045445706
Zm00001eb246520	0	0.010977733	0.037552744	0.037071677	0.035930768
Zm00001eb248560	0.010830425	0.005985727	0.00240955	0.005747314	0.010899263
Zm00001eb248680	0	0.008380018	0.008501665	0.004334633	0.004433305
Zm00001eb248800	0	0	0.001606367	0.005353257	0.010677598
Zm00001eb248900	0	0.003591436	0.006895298	0.008899774	0.021225529
Zm00001eb249290	0.021660849	0.013372024	0.008501665	0.012186155	0.026842493
Zm00001eb249440	0	0.009577163	0.011714398	0.008572677	0.036319765
Zm00001eb249470	0.010830425	0.020351472	0.019746231	0.014253031	0.018030217
Zm00001eb250560	0	0.002394291	0.001606367	0.00157623	0.001108326
Zm00001eb250580	0.285271762	0.309434481	0.291622267	0.314464126	0.323672025
Zm00001eb251200	0.250940128	0.257751856	0.289165414	0.390184897	0.35194003
Zm00001eb252100	0	0.010774309	0.015533444	0.025249951	0.061610602
Zm00001eb253280	0.066822908	0.022248902	0.050479769	0.077260406	0.071787285
Zm00001eb253350	0	0.005985727	0.00240955	0.005516805	0.00975327
Zm00001eb254860	0.103809215	0.12572367	0.138102839	0.128314611	0.125387856
Zm00001eb255860	0	0.021865457	0.004015916	0.005420217	0.006060294
Zm00001eb255970	0.021660849	0.036818072	0.051268557	0.051919004	0.057804626
Zm00001eb257810	0.043321699	0.079915306	0.083137322	0.090774854	0.079046822
Zm00001eb258290	0.038826666	0.052177537	0.056162441	0.067845496	0.111309947
Zm00001eb264930	0.426899229	0.481673043	0.520792663	0.455594721	0.359125897
Zm00001eb265410	0.129965096	0.145578282	0.158394994	0.151302619	0.140887756
Zm00001eb266750	0.010830425	0.060060694	0.116340799	0.128351943	0.124522556
Zm00001eb268180	0	0.021051757	0.026171697	0.020557951	0.019360208
Zm00001eb268690	0	0	0.004015916	0.000788115	0.002659983
Zm00001eb273020	0.660053329	0.697679651	0.706247979	0.718707784	0.710921544
Zm00001eb273540	0.021660849	0.034920641	0.058375121	0.057963788	0.055546335
Zm00001eb273570	0.027996242	0.037811792	0.02664153	0.031889031	0.03186546
Zm00001eb274210	0.129965096	0.161841457	0.154405516	0.153766084	0.163887329
Zm00001eb279090	0	0.004788582	0.0048191	0.00321942	0.007001288
Zm00001eb281290	0.075812973	0.1209979	0.13126793	0.111860784	0.116198915
Zm00001eb285760	0.374587465	0.454255909	0.513750078	0.543705873	0.474538656
Zm00001eb286420	0	0	0	0.006535429	0.008682611
Zm00001eb286490	0.021660849	0.011971454	0.013457246	0.017866509	0.026491162
Zm00001eb288080	0	0.001197145	0.008031833	0.003546518	0.004341305
Zm00001eb288730	0.032491274	0.072235573	0.087699162	0.098923846	0.141611418
Zm00001eb288970	0.038826666	0.064645851	0.171613493	0.205515024	0.120838662
Zm00001eb289490	0.147130913	0.107653075	0.097459448	0.103019016	0.10243142
Zm00001eb291730	0.064982548	0.024643193	0.047660776	0.060365465	0.09181574
Zm00001eb292980	0.032491274	0.028234629	0.044584524	0.04623865	0.071326205
Zm00001eb293010	0	0.009080303	0.0048191	0.008342168	0.004784636
Zm00001eb293740	0	0.01506603	0.020549414	0.029227217	0.041472398
Zm00001eb294180	0	0.009577163	0.016200147	0.021588297	0.042710751
Zm00001eb294830	0	0.002394291	0.004152397	0.001182173	0.003989974
Zm00001eb298580	0	0	0.001606367	0.00157623	0.005671297
Zm00001eb301170	0.054152123	0.126513966	0.15243936	0.174228089	0.196225787
Zm00001eb303620	0.09297879	0.039709223	0.069953038	0.082454003	0.122329867
Zm00001eb309590	0.010830425	0.021051757	0.022292262	0.017963097	0.027280787
Zm00001eb310270	0	0.020058036	0.013790597	0.019800106	0.025236504
Zm00001eb312870	0.010830425	0.011474594	0.020549414	0.018126646	0.018916878
Zm00001eb314630	0.055992483	0.057869829	0.064391144	0.066997483	0.057264963
Zm00001eb316580	0.086643398	0.158138555	0.172398163	0.10798781	0.109038962
Zm00001eb316730	0.010830425	0.034920641	0.041098829	0.052186845	0.058967285
Zm00001eb317460	0.077653333	0.099566492	0.081470566	0.084039186	0.080234815
Zm00001eb317890	0	0.005985727	0.018276345	0.013792013	0.010769597
Zm00001eb319390	0	0.001197145	0.003212733	0.003546518	0.00823928
Zm00001eb319530	0	0.002394291	0.00240955	0.002364345	0.002881648
Zm00001eb320470	0	0.036614647	0.061254503	0.059279881	0.062534929
Zm00001eb320950	0.021660849	0.047388955	0.063649658	0.058885823	0.055512641
Zm00001eb321620	0.064982548	0.06265841	0.072089626	0.079540363	0.097449731
Zm00001eb322390	0.010830425	0.051884102	0.106097594	0.12515573	0.132966474
Zm00001eb325750	0.043321699	0.036321212	0.013654116	0.014253031	0.021652193
Zm00001eb326020	0.110144607	0.201259193	0.262997836	0.261865283	0.175217228
Zm00001eb328650	0.021660849	0.025343478	0.029854263	0.03047635	0.033454784
Zm00001eb330910	0	0.011971454	0.016533498	0.019048681	0.020652533
Zm00001eb332030	0	0.004788582	0.012047749	0.01284035	0.019100876
Zm00001eb332400	0.010830425	0.010774309	0.013654116	0.03369577	0.090189111
Zm00001eb333470	0.142635881	0.151970858	0.168306155	0.145297058	0.139131461
Zm00001eb336500	0	0.002394291	0.001606367	0.002200796	0.00770395
Zm00001eb338940	0	0.011971454	0.014123948	0.011427668	0.009606938
Zm00001eb339360	0.060487516	0.067446992	0.047190944	0.059570288	0.0618866
Zm00001eb348560	0	0.004788582	0	0.002364345	0.00411964
Zm00001eb349010	0.611408224	0.665280699	0.70852262	0.647944157	0.600654921
Zm00001eb349450	0.010830425	0.022949187	0.033870179	0.028669611	0.039419106
Zm00001eb352580	0.060487516	0.044000944	0.033733698	0.06272981	0.069536217
Zm00001eb354510	0	0	0.004015916	0.002594854	0.007482285
Zm00001eb354920	0.010830425	0.019623987	0.016866849	0.019836797	0.032012154
Zm00001eb355240	0.181462547	0.145670241	0.13861612	0.164056616	0.159576828
Zm00001eb355710	0.010830425	0.041606653	0.052949708	0.063086535	0.056328303
Zm00001eb357780	0	0.009577163	0.022292262	0.029390765	0.04287375
Zm00001eb363940	0.038826666	0.104447033	0.103353385	0.102998341	0.100201352
Zm00001eb364360	0.010830425	0.048292665	0.058887094	0.045547765	0.046424366
Zm00001eb366540	0	0.002394291	0.001606367	0.004171084	0.005357632
Zm00001eb368970	0.010830425	0.012875164	0.014927131	0.024334978	0.022425855
Zm00001eb370010	0	0	0	0	0.000221665
Zm00001eb370720	0	0.003591436	0.009638199	0.009063323	0.019803539
Zm00001eb371070	0	0.004291721	0.001606367	0.005026159	0.006022628
Zm00001eb374110	0.398902987	0.399893472	0.44040019	0.417684153	0.419536388
Zm00001eb374760	0.064982548	0.144563106	0.214953791	0.191648346	0.181679575
Zm00001eb374830	0.032491274	0.073139283	0.073213074	0.053369018	0.025750833
Zm00001eb377480	0	0.01556289	0.051343341	0.053139151	0.082246829
Zm00001eb377500	0	0.003591436	0.005288932	0.007093035	0.011526592
Zm00001eb379300	0.153466306	0.145873666	0.173172557	0.16565477	0.170562619
Zm00001eb379340	0.010830425	0.03202949	0.029384431	0.02387396	0.031070799
Zm00001eb384320	0	0.004788582	0.005622283	0.012370379	0.016127229
Zm00001eb384950	0.097473822	0.10925707	0.105899416	0.113978605	0.11348496
Zm00001eb385610	0	0	0	0.001970288	0.003011314
Zm00001eb385620	0.119134672	0.04709552	0.060178358	0.068083067	0.110586285
Zm00001eb387370	0.010830425	0.039709223	0.053283059	0.0736295	0.077122132
Zm00001eb388050	0.114639639	0.100877052	0.096638016	0.099779562	0.114436882
Zm00001eb389540	0.341264245	0.305260365	0.323328376	0.308437581	0.297458778
Zm00001eb389660	0.054152123	0.064148991	0.059375174	0.05441727	0.075580206
Zm00001eb390330	0.138140849	0.199160287	0.219740248	0.23643843	0.241396051
Zm00001eb391130	0.097473822	0.113255356	0.1053548	0.12237412	0.138579465
Zm00001eb391190	0.010830425	0.007182872	0.010108032	0.010081947	0.015202902
Zm00001eb391280	0	0.033023211	0.043447989	0.085102204	0.219196722
Zm00001eb393690	0	0.010277448	0.011714398	0.008275208	0.003546644
Zm00001eb395580	0	0.001197145	0.000803183	0.00157623	0.002567983
Zm00001eb397240	0.336769213	0.36983766	0.407347853	0.490805062	0.524677057
Zm00001eb397720	0.049657091	0.061958125	0.060981541	0.054774637	0.07001288
Zm00001eb399180	0	0.008380018	0.019746231	0.018126646	0.030702801
Zm00001eb399390	0.010830425	0.029817169	0.034279622	0.031264465	0.019581873
Zm00001eb402220	0.010830425	0.008380018	0.008835016	0.008736226	0.018214215
Zm00001eb406660	0	0.021548617	0.019276399	0.021546947	0.012986249
Zm00001eb407990	0.060487516	0.087301603	0.087956422	0.086594817	0.102050007
Zm00001eb408080	0.082148365	0.200466949	0.219574713	0.232771953	0.190257492
Zm00001eb408520	0.010830425	0.005985727	0.01218423	0.011821726	0.010418266
Zm00001eb409800	0.086643398	0.135797693	0.126524922	0.149324627	0.128445558
Zm00001eb413930	0.010830425	0.016263175	0.016792065	0.021242416	0.028896147
Zm00001eb415520	0.280578813	0.482759926	0.512318103	0.403362107	0.37144249
Zm00001eb415730	0.055992483	0.085202697	0.081607047	0.065154695	0.058695621
Zm00001eb416370	0.09297879	0.073929579	0.068543542	0.087391885	0.088842092
Zm00001eb417620	0	0	0.001606367	0.00157623	0.003989974
Zm00001eb427600	0.010830425	0.005985727	0.017336681	0.013003898	0.012672585
Zm00001eb427970	0	0.01506603	0.022625613	0.015829261	0.007001288
Zm00001eb430640	0.032491274	0.067446992	0.039765424	0.042328345	0.046796698
Zm00001eb430800	0.054152123	0.097985901	0.091518208	0.085288319	0.074872849
Zm00001eb431080	0	0	0.000803183	0.001182173	0.001773322
Zm00001eb432100	0	0.01456917	0.039159111	0.043614168	0.045537706
Zm00001eb432450	0.043321699	0.033023211	0.044311562	0.043970894	0.043024055
Zm00001eb433840	0	0.002394291	0.001606367	0.00157623	0.003989974
Zm00001eb434360	0.183108805	0.348369515	0.50126514	0.505515169	0.282824846
Zm00001eb001630	0.032491274	0.103768203	0.211496885	0.339819652	0.170572062
Zm00001eb002660	0.269946305	0.286890195	0.315591825	0.344287564	0.396904758
Zm00001eb006180	0	0	0.001606367	0.005747314	0.014537906
Zm00001eb009140	0.082148365	0.091299889	0.111582088	0.104076222	0.098407391
Zm00001eb009170	0.021660849	0.073636144	0.060511709	0.066700013	0.067817228
Zm00001eb015440	0.16245637	0.232342063	0.284416202	0.369070173	0.4399697
Zm00001eb015750	0.125470064	0.166540028	0.167972804	0.14992916	0.143234435
Zm00001eb017630	0	0.031329205	0.036279729	0.036387212	0.048603352
Zm00001eb018020	0.103809215	0.117140227	0.111188348	0.12548989	0.125274857
Zm00001eb023620	0	0.004788582	0.012850933	0.022758748	0.022722853
Zm00001eb024330	0.213953821	0.255273694	0.320400384	0.300561725	0.32030949
Zm00001eb028430	0.021660849	0.052380962	0.074227522	0.064930606	0.083668459
Zm00001eb028820	0.131805456	0.296966167	0.503959765	0.53183821	0.372670218
Zm00001eb031210	0.086643398	0.086217872	0.090108712	0.114515536	0.160918015
Zm00001eb031700	0.418477408	0.403609914	0.6214961	0.686545393	0.639133366
Zm00001eb033570	0.082148365	0.101870773	0.106369248	0.110619355	0.120033909
Zm00001eb033910	0.220289214	0.164824567	0.172050417	0.190197691	0.220095715
Zm00001eb036040	0.010830425	0.028731489	0.038022577	0.031554871	0.031091799
Zm00001eb037440	0.010830425	0.024643193	0.014927131	0.020163894	0.022944518
Zm00001eb037480	0.082148365	0.130400786	0.180007466	0.190615598	0.187492816
Zm00001eb037530	0	0.001197145	0	0.000394058	0.001773322
Zm00001eb041070	0	0.002394291	0.000803183	0.000788115	0.001329991
Zm00001eb041890	0	0.109957355	0.141648923	0.120202952	0.092242404
Zm00001eb045640	0.09297879	0.087301603	0.100610484	0.115378315	0.149921698
Zm00001eb045780	0.032491274	0.059767259	0.074908619	0.084009558	0.096730402
Zm00001eb051310	0	0.005985727	0.032930515	0.041019314	0.017678886
Zm00001eb051480	0	0.008380018	0.011244566	0.022491548	0.008644944
Zm00001eb054670	0.064982548	0.131709397	0.131934632	0.119481797	0.114651953
Zm00001eb054810	0	0.001197145	0	0.00157623	0.001329991
Zm00001eb060980	0	0.003591436	0.000803183	0.002364345	0.007979948
Zm00001eb061300	0.204963757	0.210024606	0.239398343	0.251508433	0.289728572
Zm00001eb063390	0.274441337	0.292379062	0.321795486	0.302603785	0.297111273
Zm00001eb063930	0	0.001197145	0.003212733	0.00315246	0.002346318
Zm00001eb064860	0.212113462	0.217025508	0.261964874	0.251374383	0.250061746
Zm00001eb067740	0.010830425	0.011971454	0.070211605	0.098229951	0.066869733
Zm00001eb068530	0.021660849	0.039008938	0.06382828	0.064930606	0.072007868
Zm00001eb073550	0	0.018567456	0.012654062	0.013234407	0.013412913
Zm00001eb078490	0.010830425	0.01556289	0.034536882	0.066439876	0.173335602
Zm00001eb080570	1.273467687	1.403587671	1.432020653	1.395334178	1.386516363
Zm00001eb081720	0.021660849	0.028234629	0.029384431	0.031658522	0.029703141
Zm00001eb101420	0	0.028234629	0.035279675	0.027093381	0.027783487
Zm00001eb101880	0.010830425	0.009080303	0.027444713	0.024037509	0.037720756
Zm00001eb102540	0.043321699	0.073229294	0.072029237	0.060662934	0.083522127
Zm00001eb102780	0.082148365	0.1243231	0.1266457	0.107035505	0.113505599
Zm00001eb104260	0	0.008380018	0.015730315	0.021740124	0.037315092
Zm00001eb105640	0.010830425	0.072235573	0.064997457	0.049458071	0.027469822
Zm00001eb107910	0.010830425	0.055882388	0.037689225	0.049190872	0.055512641
Zm00001eb122500	0	0.005985727	0.006092115	0.017174982	0.024901839
Zm00001eb124790	0.032491274	0.01506603	0.025838346	0.024892584	0.035780463
Zm00001eb128760	0	0.027422878	0.010108032	0.002364345	0.001994987
Zm00001eb129860	0.060487516	0.12006699	0.100883446	0.104107133	0.106609365
Zm00001eb136980	0.027996242	0.084320442	0.10664221	0.10496927	0.132741558
Zm00001eb142960	0.114639639	0.106365919	0.133283739	0.130449089	0.146948411
Zm00001eb145580	0	0.036880883	0.034536882	0.033041575	0.055052644
Zm00001eb146230	0.010830425	0.016760035	0.017336681	0.019048681	0.02222519
Zm00001eb146690	0.060487516	0.102956453	0.127934418	0.127370651	0.144769425
Zm00001eb147710	0.055992483	0.055972398	0.087699162	0.120336872	0.186008186
Zm00001eb149360	0	0.002394291	0.003212733	0.000788115	0.008147281
Zm00001eb153520	0.032491274	0.059066974	0.065467289	0.079049717	0.06959055
Zm00001eb154070	0	0.012671739	0.004015916	0.004334633	0.008147281
Zm00001eb157080	0.064982548	0.07632387	0.074969008	0.085421598	0.098800361
Zm00001eb164360	0	0.002394291	0	0.000394058	0.004211639
Zm00001eb165340	0.010830425	0.01456917	0.013654116	0.01759931	0.018343881
Zm00001eb168040	0	0.001197145	0.003212733	0.000394058	0.002881648
Zm00001eb168720	0.110144607	0.186375133	0.194690425	0.240177223	0.289557989
Zm00001eb168870	0.103809215	0.279504292	0.412350471	0.484051926	0.468157757
Zm00001eb170920	0	0.002394291	0.025368514	0.017732588	0.017289888
Zm00001eb171140	0.127310424	0.152264294	0.176733036	0.158754912	0.177174188
Zm00001eb172290	0.250940128	0.38598937	0.553186223	0.528353959	0.618855221
Zm00001eb184110	0.043321699	0.050483531	0.072559458	0.06946612	0.068591251
Zm00001eb185160	0	0	0.000803183	0.001018624	0.00044333
Zm00001eb185560	0.010830425	0.011971454	0.044311562	0.068016106	0.149608394
Zm00001eb187450	0	0.004788582	0.00977468	0.009851438	0.011969923
Zm00001eb189510	0.09297879	0.057869829	0.131404411	0.128717014	0.120473915
Zm00001eb192920	0.082148365	0.092993895	0.125388387	0.104373691	0.122531596
Zm00001eb193550	0	0.003591436	0.00240955	0.009093593	0.010807263
Zm00001eb193670	0	0.003591436	0.007365131	0.00630492	0.007093287
Zm00001eb193920	0.010830425	0.113955641	0.10664221	0.089302916	0.096856095
Zm00001eb195490	0	0.011971454	0.005622283	0.006698978	0.006871622
Zm00001eb195850	0	0	0	0.002364345	0.004784636
Zm00001eb197370	0	0	0.00240955	0.001182173	0.007925615
Zm00001eb198030	0.021660849	0.01556289	0.018882658	0.013234407	0.047212165
Zm00001eb206360	0.010830425	0.047885816	0.054889426	0.05756973	0.053166323
Zm00001eb209880	0.179622187	0.153056538	0.229106528	0.24965717	0.295016703
Zm00001eb213430	0.032491274	0.117140227	0.163547445	0.230728926	0.245294552
Zm00001eb216410	0	0.010277448	0.014927131	0.025026505	0.065466937
Zm00001eb216610	0.09297879	0.104468488	0.150756901	0.1350445	0.175129563
Zm00001eb217350	0.021660849	0.017957181	0.043175027	0.040327788	0.041823729
Zm00001eb222650	0.038826666	0.132002832	0.122902746	0.118433545	0.108536965
Zm00001eb224680	0.392567595	0.477309263	0.623887862	0.608999897	0.670151945
Zm00001eb234870	0.032491274	0.068937572	0.055692609	0.047391195	0.054642646
Zm00001eb235510	0.021660849	0.041109793	0.041098829	0.084634124	0.126822902
Zm00001eb240740	0.021660849	0.026337199	0.029384431	0.034974531	0.029427143
Zm00001eb246440	0.097473822	0.061958125	0.07524197	0.078165014	0.103120666
Zm00001eb248270	0.010830425	0.041900089	0.085683353	0.128613363	0.18122319
Zm00001eb249450	0	0.002394291	0.0048191	0.003940575	0.015939258
Zm00001eb249840	0.064982548	0.09238362	0.090365971	0.101675186	0.102828002
Zm00001eb250540	0	0	0.0048191	0.009130283	0.018582574
Zm00001eb250760	0	0.022745762	0.037552744	0.04617169	0.038413346
Zm00001eb251530	0	0.003591436	0.016533498	0.017405491	0.014186575
Zm00001eb255520	0.010830425	0.040409508	0.052010044	0.033494889	0.030313804
Zm00001eb256070	0	0.001197145	0.00240955	0.008505717	0.014483573
