"gene","total_umi","detected_spots","pass_minimum_100_reads"
"Zm00001eb134710",31,31,FALSE
"Zm00001eb125880",26167,12124,TRUE
"Zm00001eb134950",0,0,FALSE
"Zm00001eb143050",9024,6297,TRUE
"Zm00001eb161150",5,5,FALSE
"Zm00001eb128530",56572,14561,TRUE
"Zm00001eb154640",34590,14307,TRUE
"Zm00001eb149990",10,10,FALSE
"Zm00001eb149400",60,60,FALSE
"Zm00001eb127590",1,1,FALSE
"Zm00001eb153130",705,678,TRUE
"Zm00001eb137850",455,343,TRUE
"Zm00001eb126950",786,759,TRUE
"Zm00001eb148190",361,348,TRUE
"Zm00001eb156360",7364,5699,TRUE
"Zm00001eb145050",23,23,FALSE
"Zm00001eb161860",9612,6758,TRUE
"Zm00001eb130150",0,0,FALSE
"Zm00001eb120310",337,320,TRUE
"Zm00001eb163100",4559,3693,TRUE
"Zm00001eb158080",156,149,TRUE
"Zm00001eb155620",42,41,FALSE
"Zm00001eb118530",1,1,FALSE
"Zm00001eb122590",51,51,FALSE
"Zm00001eb126240",1,1,FALSE
"Zm00001eb148180",13,13,FALSE
"Zm00001eb153890",6710,4952,TRUE
"Zm00001eb144000",4927,3935,TRUE
"Zm00001eb130620",10570,7260,TRUE
"Zm00001eb149740",4923,3736,TRUE
"Zm00001eb131780",0,0,FALSE
"Zm00001eb158430",0,0,FALSE
"Zm00001eb143880",571,425,TRUE
"Zm00001eb121620",0,0,FALSE
"Zm00001eb151510",13417,8378,TRUE
"Zm00001eb161920",12138,8064,TRUE
"Zm00001eb123380",1428,1268,TRUE
"Zm00001eb142850",28,28,FALSE
"Zm00001eb125410",379,356,TRUE
"Zm00001eb152780",11,11,FALSE
"Zm00001eb139780",5965,4525,TRUE
"Zm00001eb153430",0,0,FALSE
"Zm00001eb138890",5303,4391,TRUE
"Zm00001eb122410",14809,9182,TRUE
"Zm00001eb150940",1651,1463,TRUE
"Zm00001eb133800",7,7,FALSE
"Zm00001eb143460",47055,15867,TRUE
"Zm00001eb157360",15,15,FALSE
"Zm00001eb162020",22689,11254,TRUE
"Zm00001eb136620",211389,19356,TRUE
"Zm00001eb153030",7289,5666,TRUE
"Zm00001eb159980",70,67,FALSE
"Zm00001eb143470",0,0,FALSE
"Zm00001eb160880",0,0,FALSE
"Zm00001eb163420",0,0,FALSE
"Zm00001eb144840",13785,8794,TRUE
"Zm00001eb122070",10,10,FALSE
"Zm00001eb126060",0,0,FALSE
"Zm00001eb142010",7277,5171,TRUE
"Zm00001eb149210",0,0,FALSE
"Zm00001eb133060",6348,4845,TRUE
"Zm00001eb144500",21943,11077,TRUE
"Zm00001eb132720",4,4,FALSE
"Zm00001eb138360",10255,7240,TRUE
"Zm00001eb163960",3983,3326,TRUE
"Zm00001eb141250",0,0,FALSE
"Zm00001eb158300",5875,4202,TRUE
"Zm00001eb161340",10344,6595,TRUE
"Zm00001eb125740",1,1,FALSE
"Zm00001eb148610",16001,9658,TRUE
"Zm00001eb128650",0,0,FALSE
"Zm00001eb148420",505,467,TRUE
"Zm00001eb124220",1,1,FALSE
"Zm00001eb134390",7547,5658,TRUE
"Zm00001eb141670",17304,9846,TRUE
"Zm00001eb155120",2148,1873,TRUE
"Zm00001eb126550",387,381,TRUE
"Zm00001eb164050",0,0,FALSE
"Zm00001eb122600",4317,3645,TRUE
"Zm00001eb139340",0,0,FALSE
"Zm00001eb146220",15120,8762,TRUE
"Zm00001eb121750",1396,1288,TRUE
"Zm00001eb125250",29,29,FALSE
"Zm00001eb158930",1422,1263,TRUE
"Zm00001eb149420",1912,1753,TRUE
"Zm00001eb156860",432,412,TRUE
"Zm00001eb155500",0,0,FALSE
"Zm00001eb153230",44,43,FALSE
"Zm00001eb123450",8158,5711,TRUE
"Zm00001eb161250",1490,830,TRUE
"Zm00001eb140340",4920,3739,TRUE
"Zm00001eb152080",15266,8900,TRUE
"Zm00001eb131890",0,0,FALSE
"Zm00001eb131540",6955,5235,TRUE
"Zm00001eb144490",0,0,FALSE
"Zm00001eb163700",321651,19629,TRUE
"Zm00001eb136690",2,2,FALSE
"Zm00001eb126440",23,21,FALSE
"Zm00001eb157770",0,0,FALSE
"Zm00001eb140070",34648,13839,TRUE
"Zm00001eb126300",11,11,FALSE
"Zm00001eb147480",16348,9083,TRUE
"Zm00001eb144670",6019,4606,TRUE
"Zm00001eb159220",42,39,FALSE
"Zm00001eb144590",60,59,FALSE
"Zm00001eb146700",8943,6077,TRUE
"Zm00001eb163750",3788,3201,TRUE
"Zm00001eb150520",0,0,FALSE
"Zm00001eb119770",23962,11325,TRUE
"Zm00001eb150710",188,187,TRUE
"Zm00001eb149440",79,79,FALSE
"Zm00001eb148040",0,0,FALSE
"Zm00001eb140530",11962,7317,TRUE
"Zm00001eb159160",6696,4951,TRUE
"Zm00001eb143940",0,0,FALSE
"Zm00001eb125620",204,196,TRUE
"Zm00001eb137780",12295,7820,TRUE
"Zm00001eb135230",1,1,FALSE
"Zm00001eb145320",2930,2542,TRUE
"Zm00001eb134780",40961,14686,TRUE
"Zm00001eb120040",0,0,FALSE
"Zm00001eb138680",4301,3432,TRUE
"Zm00001eb140100",4808,4023,TRUE
"Zm00001eb149030",18091,10043,TRUE
"Zm00001eb144890",109,106,TRUE
"Zm00001eb163730",20676,10574,TRUE
"Zm00001eb129840",14,14,FALSE
"Zm00001eb135000",4900,4004,TRUE
"Zm00001eb133020",50,49,FALSE
"Zm00001eb139280",0,0,FALSE
"Zm00001eb141050",31,31,FALSE
"Zm00001eb143280",7,7,FALSE
"Zm00001eb138750",8936,6185,TRUE
"Zm00001eb136970",13160,8159,TRUE
"Zm00001eb151180",0,0,FALSE
"Zm00001eb157240",5,5,FALSE
"Zm00001eb132330",1,1,FALSE
"Zm00001eb145570",1405,1322,TRUE
"Zm00001eb150880",8995,6498,TRUE
"Zm00001eb137290",11371,7772,TRUE
"Zm00001eb158770",560,525,TRUE
"Zm00001eb128880",6683,5279,TRUE
"Zm00001eb148030",11434,7778,TRUE
"Zm00001eb150470",640,607,TRUE
"Zm00001eb144660",1,1,FALSE
"Zm00001eb142740",8576,6456,TRUE
"Zm00001eb133200",786,507,TRUE
"Zm00001eb136950",38,36,FALSE
"Zm00001eb127160",2416,2198,TRUE
"Zm00001eb134750",2,2,FALSE
"Zm00001eb128230",0,0,FALSE
"Zm00001eb122840",420,366,TRUE
"Zm00001eb128810",59247,16291,TRUE
"Zm00001eb147010",32,30,FALSE
"Zm00001eb129260",0,0,FALSE
"Zm00001eb152460",304,290,TRUE
"Zm00001eb128320",1813,1645,TRUE
"Zm00001eb158110",10519,7408,TRUE
"Zm00001eb160860",1,1,FALSE
"Zm00001eb126020",0,0,FALSE
"Zm00001eb145390",3812,3272,TRUE
"Zm00001eb126780",795,637,TRUE
"Zm00001eb147140",41,39,FALSE
"Zm00001eb142090",420,400,TRUE
"Zm00001eb120940",0,0,FALSE
"Zm00001eb133100",138,109,TRUE
"Zm00001eb143560",1183,1109,TRUE
"Zm00001eb138660",0,0,FALSE
"Zm00001eb125490",0,0,FALSE
"Zm00001eb122060",47,45,FALSE
"Zm00001eb118770",11198,7391,TRUE
"Zm00001eb132300",19071,10282,TRUE
"Zm00001eb154180",1415,1276,TRUE
"Zm00001eb139990",55,54,FALSE
"Zm00001eb159850",147115,18112,TRUE
"Zm00001eb121440",0,0,FALSE
"Zm00001eb128360",0,0,FALSE
"Zm00001eb129340",0,0,FALSE
"Zm00001eb158640",231,183,TRUE
"Zm00001eb147500",0,0,FALSE
"Zm00001eb133740",0,0,FALSE
"Zm00001eb128490",4768,3982,TRUE
"Zm00001eb143890",7748,5911,TRUE
"Zm00001eb162420",4714,3839,TRUE
"Zm00001eb119650",567,538,TRUE
"Zm00001eb150660",0,0,FALSE
"Zm00001eb125080",1692,1492,TRUE
"Zm00001eb154190",1,1,FALSE
"Zm00001eb137250",0,0,FALSE
"Zm00001eb134350",61,61,FALSE
"Zm00001eb134820",76,72,FALSE
"Zm00001eb161420",11802,7540,TRUE
"Zm00001eb149310",1039,978,TRUE
"Zm00001eb128820",0,0,FALSE
"Zm00001eb139870",233,224,TRUE
"Zm00001eb126890",0,0,FALSE
"Zm00001eb155230",4408,3404,TRUE
"Zm00001eb131300",0,0,FALSE
"Zm00001eb154770",30,30,FALSE
"Zm00001eb141490",0,0,FALSE
"Zm00001eb127070",62,57,FALSE
"Zm00001eb129390",0,0,FALSE
"Zm00001eb149640",78525,17997,TRUE
"Zm00001eb161980",9592,6456,TRUE
"Zm00001eb161040",10476,7169,TRUE
"Zm00001eb125030",45,42,FALSE
"Zm00001eb162130",9302,6543,TRUE
"Zm00001eb154310",63,61,FALSE
"Zm00001eb154010",6858,5187,TRUE
"Zm00001eb163320",6,6,FALSE
"Zm00001eb123050",7832,5806,TRUE
"Zm00001eb122700",4955,3612,TRUE
"Zm00001eb151900",14108,8829,TRUE
"Zm00001eb126990",24766,10966,TRUE
"Zm00001eb131410",1,1,FALSE
"Zm00001eb143360",481,453,TRUE
"Zm00001eb139330",0,0,FALSE
"Zm00001eb139160",4434,3665,TRUE
"Zm00001eb144790",0,0,FALSE
"Zm00001eb130720",29,29,FALSE
"Zm00001eb143510",50791,15694,TRUE
"Zm00001eb134080",0,0,FALSE
"Zm00001eb146950",220,212,TRUE
"Zm00001eb150550",10417,6810,TRUE
"Zm00001eb163870",0,0,FALSE
"Zm00001eb143000",254799,19554,TRUE
"Zm00001eb130070",0,0,FALSE
"Zm00001eb121570",7346,5480,TRUE
"Zm00001eb162530",4707,3938,TRUE
"Zm00001eb160020",167183,19113,TRUE
"Zm00001eb163690",3909,3345,TRUE
"Zm00001eb125130",19980,10691,TRUE
"Zm00001eb120320",10464,7320,TRUE
"Zm00001eb155380",813,776,TRUE
"Zm00001eb160790",6362,4881,TRUE
"Zm00001eb151950",5446,2882,TRUE
"Zm00001eb129290",9,9,FALSE
"Zm00001eb121850",0,0,FALSE
"Zm00001eb119910",4350,3544,TRUE
"Zm00001eb125650",1,1,FALSE
"Zm00001eb157290",40,38,FALSE
"Zm00001eb162680",94,89,FALSE
"Zm00001eb119700",4,4,FALSE
"Zm00001eb136070",0,0,FALSE
"Zm00001eb158660",9,9,FALSE
"Zm00001eb128640",0,0,FALSE
"Zm00001eb130190",6537,5219,TRUE
"Zm00001eb145670",1458,1235,TRUE
"Zm00001eb149860",94898,18159,TRUE
"Zm00001eb153770",25709,10541,TRUE
"Zm00001eb119140",22655,11490,TRUE
"Zm00001eb156330",983,939,TRUE
"Zm00001eb149480",0,0,FALSE
"Zm00001eb158020",54,54,FALSE
"Zm00001eb152790",19243,10305,TRUE
"Zm00001eb163720",2681,2305,TRUE
"Zm00001eb153530",5526,4486,TRUE
"Zm00001eb140410",501,484,TRUE
"Zm00001eb163450",1,1,FALSE
"Zm00001eb126430",1981,1703,TRUE
"Zm00001eb156380",6831,5249,TRUE
"Zm00001eb157470",10617,7213,TRUE
"Zm00001eb126590",0,0,FALSE
"Zm00001eb163990",1484,1371,TRUE
"Zm00001eb161950",3818,3195,TRUE
"Zm00001eb135760",0,0,FALSE
"Zm00001eb148140",0,0,FALSE
"Zm00001eb120430",663,576,TRUE
"Zm00001eb128710",3,3,FALSE
"Zm00001eb157030",1,1,FALSE
"Zm00001eb160690",0,0,FALSE
"Zm00001eb134120",451,432,TRUE
"Zm00001eb125810",5824,4720,TRUE
"Zm00001eb123760",3,3,FALSE
"Zm00001eb146640",0,0,FALSE
"Zm00001eb155750",3455,2980,TRUE
"Zm00001eb156610",19443,10154,TRUE
"Zm00001eb149320",0,0,FALSE
"Zm00001eb124060",646,619,TRUE
"Zm00001eb152690",0,0,FALSE
"Zm00001eb152200",19,19,FALSE
"Zm00001eb153460",12417,8239,TRUE
"Zm00001eb142940",35431,13063,TRUE
"Zm00001eb150310",0,0,FALSE
"Zm00001eb148840",0,0,FALSE
"Zm00001eb135440",101,101,TRUE
"Zm00001eb127500",0,0,FALSE
"Zm00001eb125060",1015,762,TRUE
"Zm00001eb131460",27,27,FALSE
"Zm00001eb138780",0,0,FALSE
"Zm00001eb160280",0,0,FALSE
"Zm00001eb120230",2336,1544,TRUE
"Zm00001eb150200",0,0,FALSE
"Zm00001eb145660",4901,3424,TRUE
"Zm00001eb150960",54922,16477,TRUE
"Zm00001eb159260",0,0,FALSE
"Zm00001eb151390",0,0,FALSE
"Zm00001eb154690",66403,16304,TRUE
"Zm00001eb124480",10882,7113,TRUE
"Zm00001eb135770",576,557,TRUE
"Zm00001eb149180",5509,4281,TRUE
"Zm00001eb162750",0,0,FALSE
"Zm00001eb162580",0,0,FALSE
"Zm00001eb158490",20736,11034,TRUE
"Zm00001eb153310",4,4,FALSE
"Zm00001eb127990",10291,7129,TRUE
"Zm00001eb148350",2778,2436,TRUE
"Zm00001eb135670",6,6,FALSE
"Zm00001eb163190",6740,4509,TRUE
"Zm00001eb120650",4406,3559,TRUE
"Zm00001eb152360",42228,14439,TRUE
"Zm00001eb125600",6516,4793,TRUE
"Zm00001eb140380",30584,12134,TRUE
"Zm00001eb141090",0,0,FALSE
"Zm00001eb161510",7574,5719,TRUE
"Zm00001eb132370",67,67,FALSE
"Zm00001eb155300",1823,1577,TRUE
"Zm00001eb156080",367,343,TRUE
"Zm00001eb127480",0,0,FALSE
"Zm00001eb142220",204330,19293,TRUE
"Zm00001eb127660",0,0,FALSE
"Zm00001eb144820",0,0,FALSE
"Zm00001eb151590",3463,2980,TRUE
"Zm00001eb141330",5610,4188,TRUE
"Zm00001eb152100",14039,8763,TRUE
"Zm00001eb118860",3427,2871,TRUE
"Zm00001eb142540",35848,13544,TRUE
"Zm00001eb163250",36619,14480,TRUE
"Zm00001eb159610",3,3,FALSE
"Zm00001eb148980",7391,5658,TRUE
"Zm00001eb160970",24,24,FALSE
"Zm00001eb144450",2493,2143,TRUE
"Zm00001eb136160",7534,5603,TRUE
"Zm00001eb145800",1791,1634,TRUE
"Zm00001eb147710",8456,6246,TRUE
"Zm00001eb118910",11934,7884,TRUE
"Zm00001eb154820",1291,1037,TRUE
"Zm00001eb156340",3256,2810,TRUE
"Zm00001eb139180",9381,6558,TRUE
"Zm00001eb126260",725,559,TRUE
"Zm00001eb119150",7513,5698,TRUE
"Zm00001eb138430",10712,6844,TRUE
"Zm00001eb138770",0,0,FALSE
"Zm00001eb124390",21421,11255,TRUE
"Zm00001eb154080",517,507,TRUE
"Zm00001eb163810",2501,2248,TRUE
"Zm00001eb122230",10,10,FALSE
"Zm00001eb142530",6907,5005,TRUE
"Zm00001eb137510",0,0,FALSE
"Zm00001eb156830",69,68,FALSE
"Zm00001eb131100",1665,1513,TRUE
"Zm00001eb148240",862,617,TRUE
"Zm00001eb137700",6731,5089,TRUE
"Zm00001eb145040",405,389,TRUE
"Zm00001eb146690",7072,5487,TRUE
"Zm00001eb163540",5466,4326,TRUE
"Zm00001eb125020",0,0,FALSE
"Zm00001eb120810",12037,7575,TRUE
"Zm00001eb143060",4063,3197,TRUE
"Zm00001eb144600",8390,6114,TRUE
"Zm00001eb122020",7647,5710,TRUE
"Zm00001eb155490",0,0,FALSE
"Zm00001eb150460",10700,7556,TRUE
"Zm00001eb120750",11686,7795,TRUE
"Zm00001eb141470",124,122,TRUE
"Zm00001eb136630",76795,17221,TRUE
"Zm00001eb144530",3985,3326,TRUE
"Zm00001eb138120",6603,5207,TRUE
"Zm00001eb118980",964,878,TRUE
"Zm00001eb120820",63268,16563,TRUE
"Zm00001eb153710",16885,9882,TRUE
"Zm00001eb152930",30,30,FALSE
"Zm00001eb118510",4243,3432,TRUE
"Zm00001eb148620",7726,5846,TRUE
"Zm00001eb162670",1001,954,TRUE
"Zm00001eb147730",1,1,FALSE
"Zm00001eb148570",5,5,FALSE
"Zm00001eb151210",0,0,FALSE
"Zm00001eb156190",11927,6872,TRUE
"Zm00001eb137840",165821,18954,TRUE
"Zm00001eb142410",2,2,FALSE
"Zm00001eb123180",0,0,FALSE
"Zm00001eb139750",7905,5879,TRUE
"Zm00001eb151750",166402,16539,TRUE
"Zm00001eb160630",155,136,TRUE
"Zm00001eb146340",1,1,FALSE
"Zm00001eb162150",1025,971,TRUE
"Zm00001eb160040",3398,2952,TRUE
"Zm00001eb125860",9953,6735,TRUE
"Zm00001eb127030",1216,1142,TRUE
"Zm00001eb137920",1030,897,TRUE
"Zm00001eb135690",39,39,FALSE
"Zm00001eb125700",7505,5725,TRUE
"Zm00001eb132500",6,6,FALSE
"Zm00001eb132560",0,0,FALSE
"Zm00001eb122500",3258,2651,TRUE
"Zm00001eb141120",19043,10403,TRUE
"Zm00001eb118670",0,0,FALSE
"Zm00001eb153550",558,504,TRUE
"Zm00001eb136510",0,0,FALSE
"Zm00001eb153370",265,259,TRUE
"Zm00001eb159540",1104,1042,TRUE
"Zm00001eb128930",1165,1101,TRUE
"Zm00001eb133310",0,0,FALSE
"Zm00001eb119100",2921,2472,TRUE
"Zm00001eb128110",8738,6143,TRUE
"Zm00001eb139900",1013,924,TRUE
"Zm00001eb128040",77391,17672,TRUE
"Zm00001eb121650",31217,13211,TRUE
"Zm00001eb152170",238,213,TRUE
"Zm00001eb155890",92,92,FALSE
"Zm00001eb147940",3258,2613,TRUE
"Zm00001eb127680",9316,6699,TRUE
"Zm00001eb150240",25,25,FALSE
"Zm00001eb119630",23945,12220,TRUE
"Zm00001eb122720",65960,17144,TRUE
"Zm00001eb163900",323,307,TRUE
"Zm00001eb158090",6462,4868,TRUE
"Zm00001eb162840",7,7,FALSE
"Zm00001eb124200",9457,6842,TRUE
"Zm00001eb163140",6260,4987,TRUE
"Zm00001eb138870",20,20,FALSE
"Zm00001eb130450",11038,7310,TRUE
"Zm00001eb123920",0,0,FALSE
"Zm00001eb121680",5,5,FALSE
"Zm00001eb154360",2753,2385,TRUE
"Zm00001eb147600",1,1,FALSE
"Zm00001eb124750",253920,19574,TRUE
"Zm00001eb152670",18149,8864,TRUE
"Zm00001eb160170",2161,1862,TRUE
"Zm00001eb143430",7778,5972,TRUE
"Zm00001eb142710",14573,9042,TRUE
"Zm00001eb135350",2,2,FALSE
"Zm00001eb134110",17752,10336,TRUE
"Zm00001eb142660",4,4,FALSE
"Zm00001eb158840",20984,11034,TRUE
"Zm00001eb133330",9397,6769,TRUE
"Zm00001eb142980",19501,10411,TRUE
"Zm00001eb150690",2,2,FALSE
"Zm00001eb130080",22873,11889,TRUE
"Zm00001eb119540",3474,2850,TRUE
"Zm00001eb146070",2816,2457,TRUE
"Zm00001eb148690",12057,8038,TRUE
"Zm00001eb136390",6298,4821,TRUE
"Zm00001eb164230",30317,12553,TRUE
"Zm00001eb157610",7473,5200,TRUE
"Zm00001eb152280",16,16,FALSE
"Zm00001eb160100",1833,1670,TRUE
"Zm00001eb146840",49,46,FALSE
"Zm00001eb149080",2,2,FALSE
"Zm00001eb153280",6022,4784,TRUE
"Zm00001eb141530",565,555,TRUE
"Zm00001eb129380",70980,17046,TRUE
"Zm00001eb157300",5990,4659,TRUE
"Zm00001eb147530",3795,2991,TRUE
"Zm00001eb162780",7361,5254,TRUE
"Zm00001eb142880",0,0,FALSE
"Zm00001eb120520",9,9,FALSE
"Zm00001eb131570",0,0,FALSE
"Zm00001eb120510",10,10,FALSE
"Zm00001eb152710",482,445,TRUE
"Zm00001eb132990",16,16,FALSE
"Zm00001eb125260",0,0,FALSE
"Zm00001eb155830",29007,13261,TRUE
"Zm00001eb137980",0,0,FALSE
"Zm00001eb138330",37662,15102,TRUE
"Zm00001eb122380",1109,1009,TRUE
"Zm00001eb157510",3,3,FALSE
"Zm00001eb126390",1580,1003,TRUE
"Zm00001eb151260",319,307,TRUE
"Zm00001eb140770",0,0,FALSE
"Zm00001eb156470",0,0,FALSE
"Zm00001eb134540",45,44,FALSE
"Zm00001eb144210",5279,4314,TRUE
"Zm00001eb121720",3,3,FALSE
"Zm00001eb140760",1,1,FALSE
"Zm00001eb123250",4156,3443,TRUE
"Zm00001eb137900",45135,14071,TRUE
"Zm00001eb137580",18446,10320,TRUE
"Zm00001eb157040",9903,7067,TRUE
"Zm00001eb143480",12323,8254,TRUE
"Zm00001eb121790",831,777,TRUE
"Zm00001eb129270",0,0,FALSE
"Zm00001eb162410",45950,15341,TRUE
"Zm00001eb151850",34,34,FALSE
"Zm00001eb147630",45,44,FALSE
"Zm00001eb123830",124064,18201,TRUE
"Zm00001eb136720",9560,5166,TRUE
"Zm00001eb138050",2527,2147,TRUE
"Zm00001eb124970",0,0,FALSE
"Zm00001eb118570",2253,2040,TRUE
"Zm00001eb139950",0,0,FALSE
"Zm00001eb129300",1,1,FALSE
"Zm00001eb155370",19,19,FALSE
"Zm00001eb139270",18800,8980,TRUE
"Zm00001eb147830",6048,4684,TRUE
"Zm00001eb162310",0,0,FALSE
"Zm00001eb148580",337,245,TRUE
"Zm00001eb162990",17047,9216,TRUE
"Zm00001eb130060",7098,5426,TRUE
"Zm00001eb154960",37,33,FALSE
"Zm00001eb159130",3,3,FALSE
"Zm00001eb126660",312,304,TRUE
"Zm00001eb146280",3116,2677,TRUE
"Zm00001eb132130",6114,4828,TRUE
"Zm00001eb148530",1763,1629,TRUE
"Zm00001eb132430",0,0,FALSE
"Zm00001eb163260",35617,13541,TRUE
"Zm00001eb126080",46714,15814,TRUE
"Zm00001eb123330",3877,3341,TRUE
"Zm00001eb155880",14,13,FALSE
"Zm00001eb120880",15732,9269,TRUE
"Zm00001eb129330",939,704,TRUE
"Zm00001eb149390",2513,2267,TRUE
"Zm00001eb156510",3561,3010,TRUE
"Zm00001eb128560",0,0,FALSE
"Zm00001eb140750",0,0,FALSE
"Zm00001eb131700",0,0,FALSE
"Zm00001eb136010",253,244,TRUE
"Zm00001eb159440",26489,12148,TRUE
"Zm00001eb162280",0,0,FALSE
"Zm00001eb134400",3572,2678,TRUE
"Zm00001eb142310",9216,6734,TRUE
"Zm00001eb130790",387,355,TRUE
"Zm00001eb144740",16086,8858,TRUE
"Zm00001eb133240",6,6,FALSE
"Zm00001eb148000",34252,14212,TRUE
"Zm00001eb120200",122777,16842,TRUE
"Zm00001eb147490",2505,2218,TRUE
"Zm00001eb157430",1871,1702,TRUE
"Zm00001eb143140",22128,10765,TRUE
"Zm00001eb163740",11,11,FALSE
"Zm00001eb122530",23,21,FALSE
"Zm00001eb123710",20093,10205,TRUE
"Zm00001eb152130",1,1,FALSE
"Zm00001eb153680",2,2,FALSE
"Zm00001eb136150",0,0,FALSE
"Zm00001eb129980",21,21,FALSE
"Zm00001eb129490",1352,1222,TRUE
"Zm00001eb157820",2244,890,TRUE
"Zm00001eb138860",0,0,FALSE
"Zm00001eb125330",28378,12655,TRUE
"Zm00001eb146990",49,48,FALSE
"Zm00001eb158410",1,1,FALSE
"Zm00001eb135720",12038,7904,TRUE
"Zm00001eb145310",1116,947,TRUE
"Zm00001eb163600",68,67,FALSE
"Zm00001eb125100",30,28,FALSE
"Zm00001eb135090",502,485,TRUE
"Zm00001eb124910",1,1,FALSE
"Zm00001eb153240",68496,16508,TRUE
"Zm00001eb157680",3940,3207,TRUE
"Zm00001eb123910",157,141,TRUE
"Zm00001eb141630",0,0,FALSE
"Zm00001eb162800",13592,8431,TRUE
"Zm00001eb127420",1185,1107,TRUE
"Zm00001eb132900",0,0,FALSE
"Zm00001eb163070",7831,5733,TRUE
"Zm00001eb150510",24687,11603,TRUE
"Zm00001eb149140",35,35,FALSE
"Zm00001eb145120",0,0,FALSE
"Zm00001eb149300",0,0,FALSE
"Zm00001eb130280",707,675,TRUE
"Zm00001eb158810",39,38,FALSE
"Zm00001eb162430",94,94,FALSE
"Zm00001eb152240",1,1,FALSE
"Zm00001eb140310",0,0,FALSE
"Zm00001eb128210",5557,4424,TRUE
"Zm00001eb151800",11235,7587,TRUE
"Zm00001eb130380",0,0,FALSE
"Zm00001eb142900",33,33,FALSE
"Zm00001eb129280",3,3,FALSE
"Zm00001eb122930",0,0,FALSE
"Zm00001eb145630",1739,1608,TRUE
"Zm00001eb138730",9288,6820,TRUE
"Zm00001eb118600",36,36,FALSE
"Zm00001eb131530",132,131,TRUE
"Zm00001eb122650",2,2,FALSE
"Zm00001eb126250",8319,5965,TRUE
"Zm00001eb136080",2425,2157,TRUE
"Zm00001eb151690",5904,4665,TRUE
"Zm00001eb159830",5069,4142,TRUE
"Zm00001eb126810",2,2,FALSE
"Zm00001eb127370",1,1,FALSE
"Zm00001eb128870",79,79,FALSE
"Zm00001eb133180",0,0,FALSE
"Zm00001eb146710",173,148,TRUE
"Zm00001eb154420",8925,6240,TRUE
"Zm00001eb152980",13386,8099,TRUE
"Zm00001eb127630",39499,13980,TRUE
"Zm00001eb137240",2925,2129,TRUE
"Zm00001eb120250",106,103,TRUE
"Zm00001eb138290",72,64,FALSE
"Zm00001eb164070",3,3,FALSE
"Zm00001eb129000",3278,2770,TRUE
"Zm00001eb138930",5816,4670,TRUE
"Zm00001eb163940",175,173,TRUE
"Zm00001eb149190",1,1,FALSE
"Zm00001eb139920",2064,1812,TRUE
"Zm00001eb120080",151,143,TRUE
"Zm00001eb160460",8089,5955,TRUE
"Zm00001eb161910",16,16,FALSE
"Zm00001eb136870",0,0,FALSE
"Zm00001eb161540",113,112,TRUE
"Zm00001eb136470",24,24,FALSE
"Zm00001eb123630",5618,3952,TRUE
"Zm00001eb121590",5828,4668,TRUE
"Zm00001eb153450",2794,2412,TRUE
"Zm00001eb126760",1179,869,TRUE
"Zm00001eb126540",0,0,FALSE
"Zm00001eb156980",33,31,FALSE
"Zm00001eb151130",17,16,FALSE
"Zm00001eb147960",1804,1578,TRUE
"Zm00001eb151200",2780,2500,TRUE
"Zm00001eb144850",46,46,FALSE
"Zm00001eb119350",6,6,FALSE
"Zm00001eb124690",6963,5325,TRUE
"Zm00001eb153020",3503,2678,TRUE
"Zm00001eb133930",15850,9411,TRUE
"Zm00001eb148780",3095,2512,TRUE
"Zm00001eb121260",0,0,FALSE
"Zm00001eb160070",32762,13033,TRUE
"Zm00001eb143310",0,0,FALSE
"Zm00001eb160340",270638,19662,TRUE
"Zm00001eb128790",3,3,FALSE
"Zm00001eb161710",9707,6692,TRUE
"Zm00001eb158860",11992,8143,TRUE
"Zm00001eb119220",151,143,TRUE
"Zm00001eb139980",3454,3000,TRUE
"Zm00001eb160130",227,224,TRUE
"Zm00001eb157370",1251,1104,TRUE
"Zm00001eb145940",3919,3041,TRUE
"Zm00001eb143260",8467,6265,TRUE
"Zm00001eb134100",32549,11348,TRUE
"Zm00001eb141550",6750,4980,TRUE
"Zm00001eb119530",71,70,FALSE
"Zm00001eb163460",101,98,TRUE
"Zm00001eb120680",21,19,FALSE
"Zm00001eb128660",0,0,FALSE
"Zm00001eb122080",0,0,FALSE
"Zm00001eb160480",595,574,TRUE
"Zm00001eb121020",2905,2292,TRUE
"Zm00001eb144720",7612,5705,TRUE
"Zm00001eb155270",9807,6935,TRUE
"Zm00001eb126930",17283,9292,TRUE
"Zm00001eb132020",4863,3799,TRUE
"Zm00001eb123390",1,1,FALSE
"Zm00001eb120490",0,0,FALSE
"Zm00001eb127790",27617,12560,TRUE
"Zm00001eb131740",0,0,FALSE
"Zm00001eb148640",12703,8329,TRUE
"Zm00001eb139600",6,6,FALSE
"Zm00001eb145920",14090,8652,TRUE
"Zm00001eb129160",13,13,FALSE
"Zm00001eb152920",24294,10679,TRUE
"Zm00001eb152580",1305,1198,TRUE
"Zm00001eb151890",2194,1972,TRUE
"Zm00001eb139450",46634,15778,TRUE
"Zm00001eb148210",4195,3406,TRUE
"Zm00001eb151040",28,28,FALSE
"Zm00001eb131680",6,6,FALSE
"Zm00001eb125640",172,169,TRUE
"Zm00001eb145070",20,20,FALSE
"Zm00001eb163380",223,219,TRUE
"Zm00001eb147210",18,18,FALSE
"Zm00001eb132270",0,0,FALSE
