,SAM,P1_P2,P3,P4,P5
Zm00001eb050220,-0.4152358740292431,1.4564666765491057,0.6054867955785648,-0.12199216687398,-1.5247254312244438
Zm00001eb194770,-0.5780455910123397,1.4802519860466266,0.7449201516806738,-0.2928569564129331,-1.354269590302023
Zm00001eb056760,-0.7067688119618023,1.474259333464723,0.7946047707341313,-0.2934157811618643,-1.2686795110751905
Zm00001eb175840,-0.6018075941892105,1.4889259258489298,0.8235140301342081,-0.48140421901630814,-1.2292281427776195
Zm00001eb424290,-0.6635500137924389,1.1271689024789557,1.124035606858097,-0.1751948042389735,-1.4124596913056517
Zm00001eb246010,-0.6489969297927182,1.1001787514862773,1.0088751295850447,0.07143815570413589,-1.5314951069827396
Zm00001eb228320,-0.6459374489572599,1.0446658389039005,1.0478554189700287,0.09741960389494231,-1.544003412811609
Zm00001eb019090,-0.11376149630462848,0.8085357548982453,0.9132617783634865,0.24631317479185522,-1.8543492117489564
Zm00001eb252180,-0.2764878166943899,1.0483833677770125,1.0199117137871014,-0.12813405103429407,-1.6636732138354262
Zm00001eb316310,-0.18665440998789437,0.9000175494648152,1.0725740435387092,-0.05334735184807011,-1.732589831167562
Zm00001eb170540,-0.3932708809016317,0.9203563340006335,1.0793596956459326,0.07510876178485827,-1.6815539105297916
Zm00001eb101040,-0.4511581290723861,0.9034758226554935,1.0548059077454977,0.17699220168946336,-1.6841158030180694
Zm00001eb264930,-0.40243965297482315,0.6032759129979167,1.3215609454942572,0.12444538332456985,-1.6468425888419205
Zm00001eb119340,-0.5042073561329469,0.5311582610608151,1.5713219880548681,-0.20023957166154255,-1.3980333213211957
Zm00001eb038320,-0.5778626939105893,0.6886477390585711,1.498024416103814,-0.23272828982826713,-1.3760811714235288
Zm00001eb202260,-0.5954146725417973,0.14798950374504585,1.172249853238663,0.8596198473094594,-1.5844445317513751
Zm00001eb250240,-0.19206772654783413,0.2598799521144271,1.0853976435684023,0.6588176354685074,-1.812027504603502
Zm00001eb118950,-0.2308188332183147,0.4786315083135809,0.698998709582163,0.9015142054019251,-1.8483255900793583
Zm00001eb101130,0.057296754142198876,0.5365305270334506,0.5178744965531542,0.8266681272874705,-1.938369905016279
Zm00001eb292380,0.6077689446780344,-0.2415229264102737,0.6236510174549825,0.8639839535411085,-1.8538809892638757
Zm00001eb403060,0.3688524997213348,-1.8753493547880833,1.0597204011932628,0.47258764745387505,-0.025811193580399332
Zm00001eb042400,0.3213938926094016,-1.928261881414947,0.8824491583319051,0.6243203120556856,0.10009851841795864
Zm00001eb408520,0.2616899624677944,-1.9153657641170045,0.8700475789650739,0.7071496214226431,0.07647860126148984
Zm00001eb432450,0.4187586033627615,-1.988601462897812,0.6501475856355855,0.5705135132306999,0.34918176066876006
Zm00001eb092230,0.15999728286204712,-1.9183949409381802,0.9949277932948682,0.30161848908963823,0.4618513756916241
Zm00001eb078590,0.30921615532895397,-1.9451042042254367,0.6518678310697217,0.16652935659563764,0.8174908612311279
Zm00001eb121380,-0.03286484426845326,-1.90496115864104,0.5249604483300313,0.4869277931654928,0.9259377614139691
Zm00001eb187720,0.18576752603679766,-1.9354028986326515,0.430552164738872,0.3728879583489899,0.9461952495079925
Zm00001eb143430,0.0728663186540183,-1.858948027309435,0.32127599162378667,0.3064001741052322,1.158405542926399
Zm00001eb201290,0.22202096460948914,-0.6637197236801737,-0.7272272335441725,-0.6996961414862796,1.868622134101137
Zm00001eb402220,-0.04550991043967614,-0.7063365710467966,-0.5836325431351401,-0.6102742666534687,1.94575329127508
Zm00001eb225570,-0.16045555755937677,-0.7200204792195759,-0.6365589448420693,-0.44562528842360594,1.9626602700446278
Zm00001eb188380,-0.09236849026530577,-0.7605477742467787,-0.7458747734396651,-0.33608666404667015,1.9348777019984202
Zm00001eb391190,0.057728313213778026,-1.353679481494536,-0.2217991154603833,-0.23189261439650966,1.7496428981376508
Zm00001eb055830,-0.1127486495195824,-1.1605542475966115,-0.3605873776210193,-0.22602648462715633,1.8599167593643693
Zm00001eb058610,-0.004539002362813593,-1.0343771644090116,-0.6525137054614708,-0.17256833415987236,1.8639982063931686
Zm00001eb118010,-0.3696345971988092,-1.0269134405524882,-0.5178212267144422,0.03298893137597785,1.8813803330897627
Zm00001eb101980,-0.40430705686068724,-1.1846079961383316,-0.28503120490267864,0.04362000091647106,1.8303262569852263
Zm00001eb089580,0.08849074233476943,-1.5391384131763715,-0.3678495086189441,0.2633217065763764,1.5551754728841598
Zm00001eb353990,0.10520925813573673,-1.642391392005277,-0.3500795294475817,0.5031495280723597,1.3841121352447636
Zm00001eb184870,0.11157758139171098,-1.4853759581427473,-0.6905193955612763,0.7374660476668741,1.3268517246454412
Zm00001eb365080,-0.26368337330929936,-1.1077595840021568,-0.9553363343305523,1.367988442240295,0.9587908494016991
Zm00001eb411700,0.08709553911182014,-0.20091802120510535,-0.982515045198094,-0.7529331760399695,1.8492707033313427
Zm00001eb198030,-0.13423923041545804,-0.6304282914538776,-0.36029978340956437,-0.8198962418638298,1.9448635471427291
Zm00001eb398670,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb172020,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb349060,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb025220,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb015120,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb025650,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb370010,-0.5,-0.5,-0.5,-0.5,2.0
Zm00001eb006160,-0.5773286303189186,-0.5773286303189186,-0.5773286303189186,-0.25208294519398844,1.9840688361507441
Zm00001eb315850,-0.6654447274086149,-0.47385869857073415,-0.6654447274086149,-0.16093834558330086,1.9656864989712648
Zm00001eb123060,-0.6833844051065717,-0.4001912973363498,-0.5883851381510471,-0.3105162180226651,1.982477058616634
Zm00001eb332400,-0.6904986378579098,-0.692343929259683,-0.5976457487787752,0.06139430759580427,1.9190940083005636
Zm00001eb326210,-0.6325083918071557,-0.6325083918071557,-0.6325083918071557,-0.051112031229421595,1.9486372066508888
Zm00001eb048440,-0.6949050736733638,-0.5731256869591732,-0.6212153611782829,-0.05989172399775756,1.9491378458085777
Zm00001eb103330,-0.7781999285323711,-0.525609980933588,-0.5315272864715604,-0.11948771896603252,1.9548249149035521
Zm00001eb220250,-0.829672872258646,-0.516341371669474,-0.5493809634282082,-0.038951668841863435,1.9343468761981915
Zm00001eb075250,-0.8540219316902878,-0.5814336097754322,-0.5034352294113965,0.02089761207477977,1.917993158802337
Zm00001eb000880,-0.8772454731471536,-0.5699161487844718,-0.46486127174422565,-0.00877458857603011,1.920797482251881
Zm00001eb195850,-0.7481582967827591,-0.7481582967827591,-0.7481582967827591,0.48901405561741673,1.7554608347308602
Zm00001eb031210,-0.7352895917732193,-0.7501624466986296,-0.6141709941011758,0.23888887190472655,1.8607341606682988
Zm00001eb307550,-0.7049883449585114,-0.7049883449585114,-0.7049883449585114,0.2598498478946554,1.855115186980879
Zm00001eb280600,-0.8299513745765079,-0.5966970582840367,-0.6734574648807435,0.24495482174380942,1.8551510759974785
Zm00001eb431760,-0.5246550538978714,-0.952308754195988,-0.6093512980701856,0.24623197765570373,1.8400831285083419
Zm00001eb185560,-0.9038116380643944,-0.8814495668091316,-0.24764288924099762,0.21692260558999216,1.8159814885245305
Zm00001eb147710,-0.9294318067683344,-0.9298447223073604,-0.277593098776977,0.3933861204025722,1.7434835074501007
Zm00001eb250540,-0.9386627310377963,-0.9386627310377963,-0.24342180729867977,0.37854305156052126,1.742204217813751
Zm00001eb321620,-0.8268669648766254,-1.0123359304639485,-0.2597137213909032,0.3348639173952585,1.7640526993362184
Zm00001eb045640,-0.7252777279065292,-0.97851833501059,-0.38485300316302207,0.273891281295138,1.814757784784999
Zm00001eb248800,-0.8655970132630574,-0.8655970132630574,-0.47141178460166794,0.448034824684425,1.7545709864433572
Zm00001eb204110,-0.9237312997484818,-0.7767429780035926,-0.43064768827217503,0.3283049272426948,1.802817038781554
Zm00001eb423100,-0.8325836498939414,-0.8325836498939414,-0.41140989197673433,0.23571012122585866,1.840867070538758
Zm00001eb006180,-0.7964147204875457,-0.7964147204875457,-0.5042170088037337,0.24902010177183603,1.8480263480069892
Zm00001eb078490,-0.8235166500908195,-0.7444818172224213,-0.42760545647462417,0.10519252487156838,1.8904113989162967
Zm00001eb270270,-0.7577984104494738,-0.7577984104494738,-0.26684249090348494,-0.1556168339957396,1.9380561457981724
Zm00001eb032670,-0.7335244303971333,-0.8298593041724907,-0.2859233499315923,-0.07072451076734243,1.9200315952685592
Zm00001eb298580,-0.8529494283106421,-0.8529494283106421,-0.07919394043881904,-0.09371034244283999,1.8788031395029436
Zm00001eb358700,-0.880481363798748,-0.880481363798748,-0.039648112254645936,-0.05542295804130899,1.8560337978934511
Zm00001eb292980,-0.8032970538130825,-1.0862672592040856,0.0006293803492092749,0.11059118688054982,1.7783437457874092
Zm00001eb107280,-0.6449233816598199,-1.2220970816943113,0.009688622950412522,0.10234337343234418,1.754988466971371
Zm00001eb315870,-0.47168083011522366,-1.3428161677872041,-0.06624577151625712,0.16533049887589818,1.7154122705427879
Zm00001eb102440,0.030276995218343875,-1.5480474519100225,-0.5717006753761076,0.82927568334384,1.2601954487239448
Zm00001eb395380,-0.4889643128997553,-1.257464084435287,-0.607722109104046,1.0367907000994316,1.3173598063396568
Zm00001eb136360,-0.3823923970734291,-1.2285950732219064,-0.7229372702658744,1.388422927348866,0.9455018132123425
Zm00001eb295810,-0.8116553749964375,-0.8116553749964375,-0.8116553749964375,1.389408397735634,1.0455577272536782
Zm00001eb412510,-0.7965797191411376,-0.7965797191411376,-0.7965797191411376,1.5419687236960304,0.8477704337273823
Zm00001eb157450,-0.5688707613192371,-1.6596358028002554,0.6388770830000365,0.4409996842273738,1.148629796892082
Zm00001eb179290,-0.1634410566387134,-1.8055814735284152,0.2428015191440908,0.5765005821763326,1.149720428846705
Zm00001eb207450,-0.32576326064519723,-1.5636197409926855,0.05181787873606357,0.3031675354068452,1.534397587494979
Zm00001eb143990,-0.15153068803223324,-1.6184990126181609,0.5298141206030841,-0.18851111027859924,1.4287266903259093
Zm00001eb316660,-0.07280566528598312,-1.8055658980972054,0.8678012535983157,0.020039891404717753,0.9905304183801604
Zm00001eb051120,-0.08684470871322739,-1.823176224446546,1.0549455517968833,0.73575788795839,0.11931749340449595
Zm00001eb103730,-0.21835482953324778,-1.7647839368151021,0.7238243904690553,1.1400495506826982,0.11926482519659423
Zm00001eb239680,0.7426739907682117,-0.7042632666167221,0.8136069486816704,0.7838517486050296,-1.635869421438185
Zm00001eb050660,0.08136058201829857,-0.18769475404002595,0.7627610050937,1.1141628676768813,-1.7705897007488705
Zm00001eb180800,-1.0043687504981818,0.04787096616509587,1.4458902156458098,0.6983310352775012,-1.1877234665902283
Zm00001eb113950,-0.9790543385016641,0.2815081262903856,1.2762837478326576,0.751264934445588,-1.3300024700669681
Zm00001eb288420,-0.940914921813666,0.5080620521682099,1.3848122314411706,0.3859175958847942,-1.337876957680502
Zm00001eb218610,-0.710112623502573,0.5422588085890356,1.4444705688224386,0.16801818656532458,-1.4446349404742271
Zm00001eb218880,-0.7712880369229687,0.7387401574894679,1.3532308084276055,0.09993559798283565,-1.4206185269769405
Zm00001eb369730,-0.7057130118102091,0.8600676632770061,1.2146337098299187,0.13704496747815384,-1.5060333287748695
Zm00001eb101410,-0.8592118235088758,0.851627144853647,1.2425751358318322,0.16668987891019008,-1.4016803360867942
Zm00001eb111570,-0.9726990261589653,0.9074075117467912,1.1677214277928665,0.24226441363064682,-1.3446943270113416
Zm00001eb104750,-0.7760451654389482,0.8160898936452631,1.0396073645015014,0.47706711266500906,-1.5567192053728294
Zm00001eb190840,-0.9629020465357816,0.9219249173921971,0.9141561023492232,0.5649023896453244,-1.4380813628509592
Zm00001eb207650,-0.27009911872904085,0.23611301767378,1.7102192311663784,-0.3177472072651565,-1.358485922845965
Zm00001eb378270,-0.37580166774665863,0.23706779992937105,1.702553314469955,-0.1983351585626252,-1.3654842880900484
Zm00001eb333470,-0.6623361813235553,0.24260082046556752,1.826152091188022,-0.4043604481631858,-1.0020562821668484
Zm00001eb108090,-0.8002952925299827,0.25201017958119776,1.7483455945228317,-0.0905042765140831,-1.1095562050599643
Zm00001eb417000,-0.9423315724512593,0.5111785077448225,1.6311785483029715,-0.1152789469701293,-1.0847465366264055
Zm00001eb349010,-0.9107435247219533,0.4770526587100305,1.5909976357705302,0.030450069511960564,-1.1877568392705735
Zm00001eb099960,-0.6766718667947957,0.7540548028790497,1.5676209873346425,-0.5369656023962468,-1.1080383210226437
Zm00001eb295800,-0.722020275908369,1.187537035665427,1.2401777335454465,-0.6582902536170723,-1.0474042396854348
Zm00001eb248780,-1.1857114735344234,1.0251092004489621,1.2159083842522738,-0.02368344555928437,-1.0316226656075282
Zm00001eb392530,-1.1198797313824838,1.1120491732674147,1.1338729327893444,-0.020083584577573227,-1.105958790096702
Zm00001eb374830,-0.9629226195998037,1.0861858964129314,1.089905777662345,0.08954622396726439,-1.302715278442735
Zm00001eb102580,-1.078069115308757,1.1556746974338996,0.8994627165055401,0.2911512256438171,-1.2682195242744985
Zm00001eb035640,-1.0874309865747218,1.2541796130949514,0.8897918997311208,0.14055661316640924,-1.197097139417765
Zm00001eb139480,-1.1285195131548529,1.31378929596763,0.8904179618337418,0.022961435017044205,-1.0986491796635613
Zm00001eb407120,-0.8596358131239925,1.3599042939832613,0.8786652199448431,-0.10256611959097685,-1.2763675812131352
Zm00001eb330830,-0.833286253749311,1.3742331576470737,0.9621513500922421,-0.32626695791335425,-1.1768312960766438
Zm00001eb101190,-0.7938166440896283,1.2244077975718053,1.1055258996044461,-0.28397931519270253,-1.2521377378939205
Zm00001eb312600,-0.957321300480717,1.448025688812388,0.9326855905676228,-0.483840205302617,-0.9395497735966764
Zm00001eb415730,-1.1184511743494752,1.3309516931408572,1.0294408784480378,-0.3501600435363175,-0.8917813537031052
Zm00001eb178500,-1.1636776063764467,1.3340630512188465,1.013517415019005,-0.32917808420302175,-0.8547247756583799
Zm00001eb032370,-1.1783744278474817,1.3511292256721414,0.9755029796595381,-0.2782999700841938,-0.8699578074000022
Zm00001eb403500,-1.0530810044219159,1.1647447586344217,1.2038201715547792,-0.32611109848684205,-0.989372827280443
Zm00001eb216910,-1.0317236512965111,1.4204033168886123,0.5620721427618882,0.2829482779885539,-1.2337000863425416
Zm00001eb364730,-0.9370656575986273,1.4896586557252647,0.6364960133421456,0.03423666811455626,-1.2233256795833314
Zm00001eb023160,-1.123880216405727,1.5263589388612537,0.6250200632763736,-0.019484943359468515,-1.0080138423724345
Zm00001eb053830,-1.0302637464855182,1.5373384664059482,0.74101631579616,-0.27249448643322766,-0.9755965492833646
Zm00001eb428940,-1.0046731803132285,1.699868897386128,0.491905912057674,-0.31561110239819884,-0.8714905267323764
Zm00001eb356650,-1.14170827664261,1.6879969049671693,0.4473279162511837,-0.21983401682170178,-0.7737825277540374
Zm00001eb100410,-0.6377096759905713,1.5921175478828922,0.13444291835547512,0.3063434227296369,-1.395194212977434
Zm00001eb219100,-0.9710147737309531,1.8861165786546727,0.05865745092864736,-0.38164104139136357,-0.592118214461004
Zm00001eb128760,-0.827284013417613,1.8805672054058025,0.17082591403442487,-0.5938185657002345,-0.6302905403223795
Zm00001eb182260,-0.7066690552677556,1.8713154306313347,0.18273943038951446,-0.503870273029263,-0.8435155327238335
Zm00001eb038070,-0.5818732817183072,1.9316985836882925,-0.09867394883325938,-0.3633375563486537,-0.8878137967880723
Zm00001eb099550,-0.7337070480680972,1.9324850378870158,-0.10968550642564849,-0.297480039084559,-0.7916124443087132
Zm00001eb098960,-0.5,2.0,-0.5,-0.5,-0.5
Zm00001eb042490,-0.5716826691987108,1.9837016733038477,-0.34451408083385976,-0.37621950544496474,-0.6912854178263126
Zm00001eb139970,-0.8114117037036035,1.9617767255180998,-0.20298490887564077,-0.512905575597869,-0.43447453734098573
Zm00001eb123570,-0.09605593837138898,1.9519895557234292,-0.5157314685004398,-0.5793812211537743,-0.7608209276978259
Zm00001eb234120,-0.06233858012399658,1.9225342536922758,-0.9288912132958872,-0.4239805382574196,-0.5073239220149708
Zm00001eb317460,-0.8937868028354027,1.9285439398431943,-0.4021418488665469,-0.0713134551940911,-0.5613018329471534
Zm00001eb255860,-0.996494729743798,1.9194198777663103,-0.46094369475131824,-0.2736701427171187,-0.18831131055407502
Zm00001eb368640,-1.1301054584714898,1.867575268923946,-0.0675520588883424,-0.27988578777084283,-0.3900319637932707
Zm00001eb074320,-1.13566022714784,1.8266095401285611,0.056799288252854394,-0.16058659361468916,-0.5871620076188865
Zm00001eb392440,-1.1545705173059884,1.7428720042742742,0.15480301273064123,0.03421737432038546,-0.7773218740193094
Zm00001eb141310,-1.3386240684003647,1.540655013097712,0.4344928305737512,0.15243039828672345,-0.7889541735578212
Zm00001eb022070,-0.45774520194382007,1.2681519985698164,0.2671036218957125,0.586056139983892,-1.6635665585055994
Zm00001eb011370,-0.8611716597407961,-0.06230940738357261,1.9038532056312216,-0.2169836565277485,-0.7633884819791038
Zm00001eb086280,-0.9800827855996523,-0.3617352964011063,1.4962789005469261,0.8332106070080194,-0.987671425554187
Zm00001eb056620,-1.153981217423134,0.18534019355106549,1.3572465067597035,0.732074927682677,-1.1206804105703196
Zm00001eb056780,-1.1175893590208845,0.32076093695553076,1.5521138662438791,0.3129443256629387,-1.0682297698414627
Zm00001eb093560,-1.1612609530169586,0.21361377156932765,1.5971460387400855,0.3248821222034928,-0.9743809794959463
Zm00001eb218120,-0.7389251786255733,0.012173099782292845,1.6406214923468423,0.3630115910067377,-1.2768810045102996
Zm00001eb200840,-1.186260415803113,0.2402237189615749,1.0261521814945604,1.0732439341566107,-1.1533594188096319
Zm00001eb064730,-1.3014662953864609,0.6126967434099735,0.8764073112452777,0.9418196777378159,-1.1294574370065986
Zm00001eb188410,-1.2933224805539012,0.9344603502188308,1.228302284098141,0.09792015045504159,-0.9673603042181111
Zm00001eb323880,-1.2362573429546664,0.7665022184480311,1.385657966302376,0.06389871262846979,-0.9798015544242119
Zm00001eb234170,-1.1594881614202566,0.809478513174165,1.3944168620583077,-0.016961021155668343,-1.027446192656548
Zm00001eb319460,-1.290173790297339,0.6730841943531262,1.3618873120347335,0.24010028012302534,-0.9848979962135451
Zm00001eb256420,-1.3234972506962916,0.4735882461830042,1.4925536039923792,0.22175085328231592,-0.8643954527614012
Zm00001eb320600,-1.4867392446044518,0.7007691349760581,1.191522299670961,0.4283211074683798,-0.8338732975109449
Zm00001eb393690,-1.5495425422607392,0.8053230660309875,1.1345705733727711,0.34655099386423666,-0.7369020910072566
Zm00001eb195650,-1.5016244147600077,1.0545637753008519,0.887586433696503,0.3913653379406576,-0.8318911321780011
Zm00001eb185290,-1.2921181741817038,1.3388838121149096,0.7915166120072421,0.10999196284414615,-0.948274212784602
Zm00001eb105640,-1.487974907973009,1.186156882136133,0.8709442863437147,0.1942198185291118,-0.7633460790359514
Zm00001eb289080,-1.4146443982421855,1.172464666409515,1.0034621084759499,0.023955030705682872,-0.7852374073489627
Zm00001eb265630,-1.5197226049997277,1.1885833648972621,0.9643175332333421,-0.04516041909260715,-0.5880178740382693
Zm00001eb198470,-1.4750384461540307,0.8711097358868163,1.2872437392273741,-0.04587613251933205,-0.6374388964408285
Zm00001eb415520,-1.5695767867174728,0.880660782520397,1.238877010974846,-0.08156321626305163,-0.46839779051472175
Zm00001eb015750,-1.596255585439779,1.0094739414474383,1.1003780077041154,-0.04442104650107825,-0.46917531721069106
Zm00001eb208910,-1.4495165682206075,1.0571943914988486,1.2040216163693114,-0.37309537514491675,-0.4386040645026402
Zm00001eb309360,-1.1698645410450923,1.1393142288266214,1.255911915875509,-0.5611552096339503,-0.6642063940230799
Zm00001eb316580,-1.2296704379219927,0.9573917451109989,1.3935982059440695,-0.5767373126156785,-0.5445822005173934
Zm00001eb280090,-1.0917807835837914,0.8853765408871668,1.4611431979176972,-0.40153908356663615,-0.853199871654438
Zm00001eb041610,-1.2911632151750119,0.7226819409488296,1.5075848624788057,-0.24948535904858035,-0.6896182292040431
Zm00001eb427600,-0.3090868879425582,-1.6279016220615403,1.4620340935407112,0.28257191444508023,0.1923825020183073
Zm00001eb035050,-0.5070583275517215,-1.5652954724047892,1.3975137714358765,0.5740554544734496,0.10078457404719024
Zm00001eb189510,-0.479249225907966,-1.7434070099950392,0.9043305358380362,0.8075662414893013,0.5107594585756641
Zm00001eb031300,-0.6558279564580655,-1.6609492652151738,0.6539978474284015,0.8089573247725173,0.8538220494723247
Zm00001eb335900,-0.8178425321626822,-1.5427653875820266,0.9917498674216731,0.5608277150259274,0.808030337297123
Zm00001eb379300,-0.7937327871132311,-1.5216025907330466,1.0954105208077065,0.3747165135394031,0.845208343499168
Zm00001eb127840,-0.5413405617300356,-1.6090003168132938,1.090067576009675,0.10134105985986255,0.9589322426737983
Zm00001eb179000,-0.1210813828216389,-1.731575339964393,-0.1313240003685491,1.02071659317779,0.9632641299767801
Zm00001eb217440,-0.23847178536587474,-1.5822517040171105,-0.33423354717706,1.1321538049778617,1.0228032315821816
Zm00001eb353030,-1.1183722345537108,-0.8984284851038177,-0.3475376893552412,1.0676281628564608,1.2967102461563091
Zm00001eb128310,-1.0225604683470564,-1.0225604683470564,-0.32270995096562904,1.2092818430392407,1.1585490446205013
Zm00001eb368970,-1.170059992052621,-0.7871601934119049,-0.4029068725150111,1.3588156367845439,1.001311421194995
Zm00001eb432140,-1.0827684217664288,-0.7834410720031413,-0.48029819834142234,1.5124419189781448,0.8340657731328479
Zm00001eb251200,-1.0479897148336017,-0.9228744119664709,-0.34588178640887784,1.5096067491031007,0.8071391641058547
Zm00001eb142500,-0.9809114214783614,-1.053317607558363,-0.2903921255264723,1.4288396170987225,0.8957815374644753
Zm00001eb240100,-0.7694851791332764,-1.1636185868890363,-0.40832395557414497,1.4409119389878116,0.9005157826086456
Zm00001eb055540,-0.7678741049452296,-0.7678741049452296,-0.7678741049452296,1.6892914789921416,0.6143308358435471
Zm00001eb067800,-0.5254178333250482,-0.9798177986011276,-0.7151027254418794,1.7376921119040456,0.4826462454640095
Zm00001eb394180,-0.5120390455874031,-1.1237547680627038,-0.5165430474385422,1.7439623865639615,0.40837447452468756
Zm00001eb252160,-1.0646746434573064,-0.39808663886826573,-0.841062662587045,1.568328917692239,0.7354950272203782
Zm00001eb035740,-1.0637479481428402,-0.299933898313324,-0.9934517678223148,1.0964263582288003,1.2607072560496817
Zm00001eb258400,-0.9782640387770988,-0.42741017735585163,-0.9782640387770988,1.0162724007469062,1.3676658541631421
Zm00001eb012440,-0.8928643506993247,-0.751167869174058,-0.7991863969791749,1.1344812945996092,1.3087373222529486
Zm00001eb286420,-0.8032791477891026,-0.8032791477891026,-0.8032791477891026,0.9215730137100744,1.4882644296572334
Zm00001eb385610,-0.788312289175981,-0.788312289175981,-0.788312289175981,0.7706262245952571,1.5943106429326863
Zm00001eb349120,-0.7753049860823366,-0.7753049860823366,-0.7753049860823366,0.6670913988311494,1.6588235594158605
Zm00001eb186480,-0.7753049860823366,-0.7753049860823366,-0.7753049860823366,0.6670913988311494,1.6588235594158605
Zm00001eb152810,-0.8295034095368725,-0.8295034095368725,-0.6716361627699438,0.6874069077668347,1.6432360740768535
Zm00001eb191020,-0.8467801984423592,-0.9060395608201187,-0.5255656491761103,0.5959080994917323,1.682477308946855
Zm00001eb256070,-0.9780483691097255,-0.7579276037314433,-0.5350009603019037,0.585909995274761,1.6850669378683119
Zm00001eb157950,-0.9048447176304295,-0.7052332377941903,-0.6051970288073695,0.45040197659384207,1.764873007638148
Zm00001eb319390,-1.14868222558332,-0.7241432366130715,-0.009362912006975053,0.10900599604796754,1.7731823781553993
Zm00001eb248900,-1.1257149558434636,-0.6279643482890301,-0.17006970175321404,0.10773815750650262,1.816010848379205
Zm00001eb145340,-1.1413909561854745,-0.6403075784272965,-0.13283689391464024,0.10966394592074603,1.8048714826066654
Zm00001eb202140,-1.0516239412547141,-0.7513946128947909,-0.14519580263290108,0.13427332255904115,1.8139410342233653
Zm00001eb129490,-0.9795569433273893,-0.6518050122443062,-0.319875229298393,0.07850238405852462,1.8727348008115643
Zm00001eb252100,-1.0718822958335188,-0.5616338227787157,-0.33625126072191264,0.12390194819165268,1.8458654311424947
Zm00001eb258290,-1.0652212155198224,-0.5272922963883586,-0.36673385030924927,0.1039959731085222,1.8552513891089069
Zm00001eb216410,-1.021940416996822,-0.5680458990092087,-0.3626967088133351,0.08333332643536046,1.8693496983840057
Zm00001eb391280,-0.9953172479498122,-0.5637107582775374,-0.4274610810976665,0.1169508331829957,1.8695382541420202
Zm00001eb058460,-1.1232363892679746,-0.47088410956597754,-0.4004223954522283,0.17047963664027418,1.824063257645907
Zm00001eb028160,-1.081464900600997,-0.6004801628343501,-0.3731422210138828,0.24686116760549073,1.8082261168437392
Zm00001eb061300,-1.110907951813274,-0.9463302218645996,0.008897439654127141,0.4027149832469385,1.6456257507768144
Zm00001eb337410,-1.1771906721910605,-0.7963209081949182,-0.027299443635002026,0.30121759165815215,1.6995934323628286
Zm00001eb254600,-1.0729802030653102,-0.6963267792953128,-0.37625283505918067,0.3943394767953461,1.7512203406244584
Zm00001eb069140,-1.1121081995180053,-0.701390784843499,-0.2854383030610109,0.34696511120028173,1.7519721762222333
Zm00001eb101280,-1.203604162819754,-0.7804388052419274,-0.20192608522399583,0.5868976785326151,1.5990713747530632
Zm00001eb002660,-1.1749785263496628,-0.7977612550967992,-0.15878457683051497,0.4800609516853315,1.6514634065916454
Zm00001eb124630,-1.133230627148097,-0.7971843566064921,-0.19756822153068712,0.4406554236314528,1.6873277816538224
Zm00001eb379950,-1.1268236056712995,-0.7917226855669975,-0.22752617847912907,0.46112853498573814,1.6849439347316881
Zm00001eb223300,-1.070183722211278,-0.9221108278495324,-0.17608390320185774,0.5263002042339754,1.6420782490286931
Zm00001eb186200,-1.0421853282669693,-0.9280236226674201,-0.23145264606390223,0.5644565466479821,1.6372050503503097
Zm00001eb372490,-1.08332133565667,-0.8141309568013244,-0.36226337012362847,0.6403614157282813,1.6193542468533408
Zm00001eb023330,-1.359771731704226,-0.5944257586106753,-0.18310786427293793,0.5786969263200725,1.5586084282677664
Zm00001eb372660,-1.299284844571828,-0.6994984074716157,-0.1338204900553898,0.5512030520617409,1.5814006900370923
Zm00001eb248270,-1.2988763671323629,-0.7868765333809487,-0.06536812282670908,0.6420794370486262,1.5090415862913944
Zm00001eb015440,-1.378770836693613,-0.6660470728685164,-0.13497304680095976,0.7283638429664575,1.4514271133966308
Zm00001eb357780,-1.39038991730428,-0.7510214812506932,0.09783459041651403,0.5717284524539142,1.4718483556845443
Zm00001eb234620,-1.3547878616868108,-0.7028532881585616,0.04132529237936656,0.44421001144537864,1.5721058460206276
Zm00001eb104260,-1.3154439293222482,-0.6527029302992533,-0.0713983105602833,0.4038926518931846,1.6356525182886004
Zm00001eb270470,-1.266969607967712,-0.7077947415936551,-0.06485796316833957,0.3835806668487796,1.656041645880928
Zm00001eb294180,-1.260284107849854,-0.5902999635537651,-0.12697963916055097,0.2499561054946219,1.727607605069548
Zm00001eb160120,-1.3141426464717125,-0.4884526613787629,-0.14886367474737192,0.23135504645408544,1.7201039361437622
Zm00001eb009550,-1.33223554321609,-0.5060196592711235,-0.2107979456372336,0.38212973953599527,1.6669234085884512
Zm00001eb315750,-1.3459985638463379,-0.45251042337884634,-0.27523753756800273,0.421424582072766,1.6523219427204217
Zm00001eb413930,-1.3221873987357111,-0.4214180575146781,-0.33372620773723766,0.40415787278779397,1.6731737911998315
Zm00001eb157080,-1.328762224789661,-0.3318719005197033,-0.45096285116205714,0.4678088612151168,1.6437881152563047
